latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-16.37927,-59.57281,299.69,0.69,0.74,2026-06-05,0425,N,nominal,2.0NRT,288.19,2.04,N
-16.38074,-59.56632,315.64,0.69,0.74,2026-06-05,0425,N,nominal,2.0NRT,289.25,2.04,N
-16.41403,-59.54721,367,0.68,0.74,2026-06-05,0425,N,high,2.0NRT,292.22,10.81,N
-16.41245,-59.55419,298.83,0.69,0.74,2026-06-05,0425,N,nominal,2.0NRT,288.82,10.81,N
-16.41553,-59.54055,298.87,0.68,0.74,2026-06-05,0425,N,nominal,2.0NRT,288.76,5.96,N
-16.46346,-59.32753,307.12,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.83,1.92,N
-16.42083,-59.54909,352.29,0.68,0.74,2026-06-05,0425,N,nominal,2.0NRT,289.71,13.28,N
-16.47027,-59.329,320.88,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,289.05,4.63,N
-16.47173,-59.32247,299.22,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.64,1.63,N
-16.47275,-59.34983,300.72,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.64,1.05,N
-16.47419,-59.34338,300.17,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,289.32,1.05,N
-16.37759,-59.57191,300.1,0.69,0.74,2026-06-05,0425,N,nominal,2.0NRT,288.85,2.36,N
-16.37911,-59.56544,314.83,0.69,0.74,2026-06-05,0425,N,nominal,2.0NRT,289.25,2.29,N
-16.41257,-59.54625,349.95,0.68,0.74,2026-06-05,0425,N,nominal,2.0NRT,291.04,13.13,N
-16.41095,-59.5532,302.56,0.68,0.74,2026-06-05,0425,N,nominal,2.0NRT,288.5,10.25,N
-16.46334,-59.3272,308.33,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.83,2.7,N
-16.41938,-59.54811,367,0.68,0.74,2026-06-05,0425,N,high,2.0NRT,290.49,13.13,N
-16.47015,-59.32864,320.9,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.87,2.7,N
-16.41779,-59.55496,309.19,0.68,0.74,2026-06-05,0425,N,nominal,2.0NRT,288.54,10.25,N
-16.42301,-59.5637,305.1,0.69,0.74,2026-06-05,0425,N,nominal,2.0NRT,288.47,1.43,N
-16.47251,-59.3494,301.54,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.47,1.52,N
-16.47932,-59.35088,300.96,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,287.03,1.52,N
-16.51681,-59.28071,325.78,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,289.12,3.12,N
-16.51535,-59.28708,311.24,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.88,3.12,N
-16.54227,-59.2939,298.93,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.92,1.72,N
-16.54761,-59.30178,314.09,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,289.47,4.51,N
-16.54904,-59.29543,310.46,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,289.06,1.72,N
-16.55045,-59.28921,305.5,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,289.17,1.72,N
-16.5543,-59.30365,304.19,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.01,1.48,N
-16.56873,-59.33446,300.09,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.34,2.25,N
-16.57023,-59.32776,308.76,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.43,3,N
-16.54391,-59.29159,301.63,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.83,1.09,N
-16.54774,-59.30574,309.23,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,289.04,3.11,N
-16.5492,-59.29944,316.07,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,289.16,3.11,N
-16.55067,-59.29313,310.04,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.76,2.16,N
-16.5521,-59.287,305.79,0.65,0.73,2026-06-05,0425,N,nominal,2.0NRT,289.04,2.16,N
-17.86563,-53.26358,314.37,0.52,0.5,2026-06-05,0425,N,nominal,2.0NRT,287.56,2.69,N
-16.57022,-59.33176,304.1,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.56,2.21,N
-16.57174,-59.3252,309.9,0.66,0.73,2026-06-05,0425,N,nominal,2.0NRT,288.67,2.15,N
-19.4367,-44.34015,297.85,0.41,0.37,2026-06-05,0425,N,nominal,2.0NRT,287.34,0.48,N
-19.60666,-44.05966,308.53,0.42,0.38,2026-06-05,0425,N,nominal,2.0NRT,286.35,1.09,N
-19.61015,-44.06026,296.73,0.42,0.38,2026-06-05,0425,N,nominal,2.0NRT,284.45,0.5,N
-20.22937,-40.23562,303.45,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,289.52,0.91,N
-20.23264,-40.24487,307.77,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,288.39,1.82,N
-20.23317,-40.24054,299.16,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,288.18,1.1,N
-20.23425,-40.23186,316.34,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,291.5,1.67,N
-20.23479,-40.2275,307.73,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,289.8,1.67,N
-20.23751,-40.24111,310.23,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,289.22,1.1,N
-20.24185,-40.2417,342.88,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,292.17,2.88,N
-20.24131,-40.24603,319.54,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,289.32,5.74,N
-20.24239,-40.23738,300.33,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,288.62,2.88,N
-20.24619,-40.2423,332.22,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,289.26,2.88,N
-20.24673,-40.23798,304.28,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,288.69,2.88,N
-20.25053,-40.24288,316.89,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,289.44,1.19,N
-20.25107,-40.23856,304.75,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,289.59,1.19,N
-20.25161,-40.23421,305.15,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,289,0.99,N
-20.25215,-40.22985,303.18,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,289.54,0.99,N
-20.25225,-40.23214,314.96,0.45,0.47,2026-06-05,0425,N,nominal,2.0NRT,290.54,1.47,N
-19.8493,-43.84526,296.86,0.43,0.38,2026-06-05,0425,N,nominal,2.0NRT,284.67,0.15,N
-19.94956,-44.70506,299.53,0.41,0.37,2026-06-05,0425,N,nominal,2.0NRT,283.63,0.49,N
-19.97588,-44.85554,306.17,0.4,0.37,2026-06-05,0425,N,nominal,2.0NRT,285.13,0.82,N
-20.15348,-44.88009,298.48,0.4,0.37,2026-06-05,0427,N,nominal,2.0NRT,286.24,0.51,N
-17.48841,-59.51528,329.77,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.35,4.19,N
-17.49268,-59.49656,327.75,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.71,5.93,N
-17.48412,-59.53406,312.34,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.35,3.54,N
-17.48555,-59.52781,304.39,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.57,3.54,N
-17.48698,-59.52154,316.18,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.35,4.19,N
-17.48985,-59.50898,304.39,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.72,3.89,N
-17.4913,-59.5026,310.75,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.04,3.89,N
-17.4851,-59.56086,340.76,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.06,7.06,N
-17.48653,-59.5546,330.88,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.2,7.06,N
-17.49085,-59.53569,324.66,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.41,3.54,N
-17.4923,-59.5293,322.08,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.49,3.54,N
-17.49937,-59.49828,339.43,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,290.33,5.93,N
-17.48793,-59.54846,308.85,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,287.89,3.69,N
-17.48938,-59.54211,299.68,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,287.47,3.69,N
-17.49372,-59.52307,314.31,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.45,4.19,N
-17.49512,-59.51694,318.94,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.55,4.19,N
-17.49655,-59.51068,303.77,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.57,3.89,N
-17.49801,-59.50424,309.5,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.71,3.89,N
-17.49325,-59.55627,324.63,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.61,4.13,N
-17.49467,-59.55004,329.33,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.58,4.18,N
-17.49184,-59.56249,298.51,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,287.96,4.13,N
-17.49757,-59.53731,303.05,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.22,1.41,N
-17.49905,-59.53079,299.7,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.09,1.41,N
-17.50003,-59.55769,330.5,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.72,4.13,N
-17.49861,-59.56393,301.52,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.33,4.13,N
-17.50146,-59.5514,298.93,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.28,4.18,N
-19.53997,-49.52434,319.43,0.45,0.39,2026-06-05,0427,N,nominal,2.0NRT,287.23,1.7,N
-17.48646,-59.49821,300.32,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.08,5.42,N
-17.48875,-59.51867,332.1,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,290.09,5.11,N
-17.49315,-59.49992,341.76,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,290.61,5.42,N
-17.48434,-59.53743,307.26,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.79,3.34,N
-17.48581,-59.53116,313.61,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.97,3.99,N
-17.48728,-59.52491,312.23,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.54,3.99,N
-17.49021,-59.51247,316.15,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289,5.11,N
-17.49455,-59.49397,300.94,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.33,4.24,N
-17.48664,-59.55791,340.83,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.28,6.32,N
-17.4881,-59.55167,339.74,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.08,6.32,N
-17.49548,-59.52024,321.77,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.99,3.14,N
-17.49985,-59.50158,332.92,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.63,7.57,N
-17.48517,-59.56414,309.52,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,287.52,8.33,N
-17.49106,-59.53906,312.73,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,287.58,9.43,N
-17.49256,-59.53268,319.64,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.77,3.46,N
-17.49404,-59.52636,317.18,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.25,3.46,N
-17.49692,-59.5141,306.8,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.53,3.14,N
-17.50125,-59.49562,301.97,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.22,3.3,N
-17.49338,-59.55947,322.96,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.88,6.32,N
-17.49483,-59.5533,339.76,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.78,6.32,N
-17.49931,-59.53418,301.18,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.04,3.46,N
-17.50017,-59.56084,324.07,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,289.11,3.1,N
-17.50163,-59.55463,308.28,0.65,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.39,3.1,N
-17.50682,-59.62391,316.82,0.66,0.73,2026-06-05,0427,N,nominal,2.0NRT,287.82,2.76,N
-18.9241,-53.23018,301.16,0.49,0.49,2026-06-05,0427,N,nominal,2.0NRT,286.2,0.82,N
-20.31234,-45.58481,301.99,0.39,0.36,2026-06-05,0427,N,nominal,2.0NRT,288.32,0.84,N
-20.28161,-46.47871,298.23,0.38,0.36,2026-06-05,0427,N,nominal,2.0NRT,283.3,0.55,N
-20.66199,-45.50391,305.71,0.39,0.36,2026-06-05,0427,N,nominal,2.0NRT,284.01,0.87,N
-17.67087,-60.74857,325.27,0.76,0.77,2026-06-05,0427,N,nominal,2.0NRT,289.2,7.21,N
-17.67266,-60.74112,326.36,0.76,0.77,2026-06-05,0427,N,nominal,2.0NRT,288.9,3.08,N
-17.67445,-60.73368,298.62,0.76,0.77,2026-06-05,0427,N,nominal,2.0NRT,288.19,3.08,N
-18.04028,-59.61616,311.47,0.64,0.72,2026-06-05,0427,N,nominal,2.0NRT,288.51,2.17,N
-18.10346,-59.58725,331.06,0.64,0.72,2026-06-05,0427,N,nominal,2.0NRT,288.63,4.84,N
-18.10202,-59.59352,307.85,0.64,0.72,2026-06-05,0427,N,nominal,2.0NRT,287.91,5.07,N
-18.13264,-59.41402,305.75,0.62,0.71,2026-06-05,0427,N,nominal,2.0NRT,287.59,1.5,N
-18.10547,-59.58751,326.22,0.63,0.72,2026-06-05,0427,N,nominal,2.0NRT,288.47,3.64,N
-18.10399,-59.59374,309.91,0.64,0.72,2026-06-05,0427,N,nominal,2.0NRT,288.06,3.64,N
-19.16825,-55.18608,307.79,0.32,0.55,2026-06-05,0427,N,nominal,2.0NRT,291.23,0.77,N
-19.16888,-55.18298,314.28,0.32,0.55,2026-06-05,0427,N,nominal,2.0NRT,291.91,0.77,N
-20.76304,-46.76752,299.95,0.38,0.36,2026-06-05,0427,N,nominal,2.0NRT,286.62,1.01,N
-18.36832,-59.0767,301.8,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,287.82,2.87,N
-18.37095,-59.06538,299.94,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,288.16,1.57,N
-18.37342,-59.08408,324.34,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,289.67,2.87,N
-18.37079,-59.09539,305.15,0.59,0.7,2026-06-05,0427,N,nominal,2.0NRT,288.56,3.06,N
-18.37211,-59.08975,317.92,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,289,3.06,N
-18.37474,-59.07842,312.77,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,288.94,2.87,N
-18.37605,-59.07275,301.28,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,288.46,1.57,N
-18.37736,-59.06711,309.15,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,288.31,1.57,N
-18.37867,-59.06147,301.11,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,288.51,2.62,N
-18.37998,-59.05585,314.79,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,289.1,2.62,N
-18.38128,-59.05024,316.18,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,288.98,2.61,N
-18.37853,-59.09144,321.73,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,289.87,3.28,N
-18.37984,-59.0858,321.86,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,290.24,3.46,N
-18.38378,-59.06882,328.34,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,289.87,3.79,N
-18.38508,-59.06318,329.07,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,290.13,4,N
-18.38639,-59.05757,331.44,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,290.03,4,N
-18.37723,-59.09708,300.83,0.59,0.7,2026-06-05,0427,N,nominal,2.0NRT,288.92,3.28,N
-18.38116,-59.08012,316.69,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,288.94,3.46,N
-18.38247,-59.07446,315.45,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,289.04,3.79,N
-18.38769,-59.05195,314.87,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,288.98,3.84,N
-18.38496,-59.09313,318.65,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,289.31,3.28,N
-18.38626,-59.08751,309.03,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,288.48,3.46,N
-18.38888,-59.07618,300.63,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,288.16,3.79,N
-18.39149,-59.06491,298.22,0.58,0.7,2026-06-05,0427,N,nominal,2.0NRT,288.16,4,N
-18.53654,-58.60682,347.03,0.54,0.68,2026-06-05,0427,N,nominal,2.0NRT,291.28,7.68,N
-18.53773,-58.60154,341.92,0.54,0.68,2026-06-05,0427,N,nominal,2.0NRT,291.22,7.68,N
-18.53535,-58.6121,302.58,0.54,0.68,2026-06-05,0427,N,nominal,2.0NRT,288.7,4.87,N
-18.53892,-58.59631,300.58,0.54,0.68,2026-06-05,0427,N,nominal,2.0NRT,289.84,3.62,N
-18.54514,-58.598,316.68,0.54,0.68,2026-06-05,0427,N,nominal,2.0NRT,289.57,2.53,N
-18.53295,-58.60121,316.23,0.54,0.68,2026-06-05,0427,N,nominal,2.0NRT,290.03,5.14,N
-18.53795,-58.60813,346.98,0.54,0.68,2026-06-05,0427,N,nominal,2.0NRT,290.88,6.41,N
-18.53918,-58.60288,334.31,0.54,0.68,2026-06-05,0427,N,nominal,2.0NRT,290.08,5.14,N
-18.53673,-58.6134,298.69,0.54,0.68,2026-06-05,0427,N,nominal,2.0NRT,288.55,6.41,N
-18.54662,-58.59934,321.67,0.54,0.68,2026-06-05,0427,N,nominal,2.0NRT,289.55,3.3,N
-21.19565,-44.93765,309.64,0.41,0.37,2026-06-05,0427,N,nominal,2.0NRT,285.41,1.06,N
-19.73444,-53.54745,333.28,0.5,0.49,2026-06-05,0427,N,nominal,2.0NRT,289.94,4.72,N
-19.73894,-53.54846,357.09,0.5,0.49,2026-06-05,0427,N,nominal,2.0NRT,294.53,10.74,N
-19.73987,-53.5437,320.11,0.5,0.49,2026-06-05,0427,N,nominal,2.0NRT,289.67,10.74,N
-19.738,-53.55326,301.78,0.5,0.49,2026-06-05,0427,N,nominal,2.0NRT,289.57,4.59,N
-19.74342,-53.54954,326.64,0.5,0.49,2026-06-05,0427,N,nominal,2.0NRT,288.34,10.74,N
-19.73639,-53.54524,345.57,0.5,0.49,2026-06-05,0427,N,nominal,2.0NRT,291.79,10.19,N
-19.73991,-53.55104,333.56,0.5,0.49,2026-06-05,0427,N,nominal,2.0NRT,290.12,11.27,N
-19.74088,-53.54625,356.5,0.5,0.49,2026-06-05,0427,N,nominal,2.0NRT,292.9,10.19,N
-19.74185,-53.5415,304.25,0.5,0.49,2026-06-05,0427,N,nominal,2.0NRT,289,10.19,N
-22.08744,-39.82612,341.29,0.5,0.49,2026-06-05,0427,N,nominal,2.0NRT,293.49,10.92,N
-18.98907,-58.07284,325.1,0.49,0.65,2026-06-05,0427,N,nominal,2.0NRT,288.38,1.87,N
-18.99507,-58.07443,314.09,0.49,0.65,2026-06-05,0427,N,nominal,2.0NRT,287.57,1.87,N
-18.98782,-58.07771,329.31,0.49,0.65,2026-06-05,0427,N,nominal,2.0NRT,288.35,4.13,N
-18.98891,-58.07299,303.47,0.49,0.65,2026-06-05,0427,N,nominal,2.0NRT,287.73,2.02,N
-18.99382,-58.07928,301.45,0.49,0.65,2026-06-05,0427,N,nominal,2.0NRT,287.28,1.21,N
-21.36028,-46.71869,295.68,0.38,0.36,2026-06-05,0427,N,nominal,2.0NRT,285.36,0.36,N
-21.19912,-48.27072,302.14,0.4,0.37,2026-06-05,0427,N,nominal,2.0NRT,286.68,0.75,N
-21.19977,-48.26686,301.11,0.4,0.37,2026-06-05,0427,N,nominal,2.0NRT,286.92,0.75,N
-20.90406,-50.43551,310.75,0.48,0.4,2026-06-05,0427,N,nominal,2.0NRT,287.54,1.63,N
-20.90488,-50.43098,304.59,0.48,0.4,2026-06-05,0427,N,nominal,2.0NRT,287.57,0.9,N
-21.27345,-48.61711,306.3,0.41,0.37,2026-06-05,0427,N,nominal,2.0NRT,288.23,0.88,N
-21.27686,-48.61778,308.24,0.41,0.37,2026-06-05,0427,N,nominal,2.0NRT,286.8,0.88,N
-21.09525,-49.76145,309.56,0.44,0.39,2026-06-05,0427,N,nominal,2.0NRT,288.68,0.91,N
-22.62294,-39.98712,305.92,0.5,0.49,2026-06-05,0427,N,nominal,2.0NRT,292.05,2.94,N
-22.50777,-44.10522,303.07,0.44,0.39,2026-06-05,0427,N,nominal,2.0NRT,286.88,1.14,N
-22.51074,-44.11016,298.6,0.44,0.39,2026-06-05,0427,N,nominal,2.0NRT,287.59,1.06,N
-22.51135,-44.10581,306.32,0.44,0.39,2026-06-05,0427,N,nominal,2.0NRT,287.3,0.87,N
-22.51196,-44.10146,296.08,0.45,0.39,2026-06-05,0427,N,nominal,2.0NRT,286.04,0.87,N
-22.51371,-44.11511,300.01,0.44,0.39,2026-06-05,0427,N,nominal,2.0NRT,287.09,1.06,N
-22.51729,-44.11572,307.02,0.44,0.39,2026-06-05,0427,N,nominal,2.0NRT,287.97,1.23,N
-22.08952,-47.06351,305.02,0.38,0.36,2026-06-05,0427,N,nominal,2.0NRT,285.53,0.81,N
-22.09285,-47.06412,297.85,0.38,0.36,2026-06-05,0427,N,nominal,2.0NRT,284.93,0.81,N
-22.49585,-44.51699,315.76,0.43,0.38,2026-06-05,0427,N,nominal,2.0NRT,286.82,1.25,N
-21.80588,-49.12214,305.9,0.42,0.37,2026-06-05,0427,N,nominal,2.0NRT,288.18,0.91,N
-21.80658,-49.11808,310.73,0.42,0.37,2026-06-05,0427,N,nominal,2.0NRT,288.33,0.91,N
-21.80728,-49.11401,302.69,0.42,0.37,2026-06-05,0427,N,nominal,2.0NRT,287.92,0.52,N
-21.80934,-49.12282,306.8,0.42,0.37,2026-06-05,0427,N,nominal,2.0NRT,287.76,1.31,N
-21.81003,-49.11876,315.24,0.42,0.37,2026-06-05,0427,N,nominal,2.0NRT,288,1.31,N
-21.81073,-49.1147,308.73,0.42,0.37,2026-06-05,0427,N,nominal,2.0NRT,287.98,0.92,N
-22.30653,-47.26678,299.61,0.38,0.36,2026-06-05,0427,N,nominal,2.0NRT,285.45,0.93,N
-22.30926,-47.27114,309.7,0.38,0.36,2026-06-05,0427,N,nominal,2.0NRT,287.01,1.55,N
-22.30986,-47.26739,317.47,0.38,0.36,2026-06-05,0427,N,nominal,2.0NRT,287.64,0.93,N
-22.90225,-43.74997,327.39,0.46,0.39,2026-06-05,0427,N,nominal,2.0NRT,288.27,1.68,N
-22.90478,-43.73167,329.6,0.47,0.39,2026-06-05,0427,N,nominal,2.0NRT,289.55,3.18,N
-22.90415,-43.73624,317.43,0.46,0.39,2026-06-05,0427,N,nominal,2.0NRT,289.58,3.24,N
-22.90781,-43.73683,324.11,0.46,0.39,2026-06-05,0427,N,nominal,2.0NRT,288.71,1.54,N
-22.90717,-43.7414,300.34,0.46,0.39,2026-06-05,0427,N,nominal,2.0NRT,288.07,1.54,N
-22.90844,-43.73225,318.2,0.47,0.39,2026-06-05,0427,N,nominal,2.0NRT,287.25,3.43,N
-22.9121,-43.73284,330.16,0.47,0.39,2026-06-05,0427,N,nominal,2.0NRT,289.12,3.43,N
-22.91147,-43.73741,301.03,0.46,0.39,2026-06-05,0427,N,nominal,2.0NRT,286.74,1.54,N
-22.91498,-43.76597,298.16,0.46,0.39,2026-06-05,0427,N,nominal,2.0NRT,286.91,0.72,N
-22.91177,-43.7301,332.67,0.47,0.39,2026-06-05,0427,N,nominal,2.0NRT,289.39,3.67,N
-22.91055,-43.73926,310.96,0.47,0.39,2026-06-05,0427,N,nominal,2.0NRT,288.04,1.45,N
-22.91116,-43.73468,297.37,0.47,0.39,2026-06-05,0427,N,nominal,2.0NRT,286.96,1.45,N
-22.91421,-43.76787,300.7,0.46,0.39,2026-06-05,0427,N,nominal,2.0NRT,286.77,0.9,N
-22.9197,-43.75474,302.67,0.46,0.39,2026-06-05,0427,N,nominal,2.0NRT,289.47,1.33,N
-22.92336,-43.75533,329.8,0.46,0.39,2026-06-05,0427,N,nominal,2.0NRT,292.71,4.1,N
-22.67459,-47.40586,311.87,0.38,0.36,2026-06-05,0427,N,nominal,2.0NRT,286.77,1.57,N
-22.69412,-47.65701,316.23,0.39,0.36,2026-06-05,0427,N,nominal,2.0NRT,288.13,1.64,N
-22.69746,-47.65764,298.79,0.39,0.36,2026-06-05,0427,N,nominal,2.0NRT,288.38,0.59,N
-22.7735,-47.20381,305.62,0.38,0.36,2026-06-05,0427,N,nominal,2.0NRT,286.61,0.5,N
-22.54155,-48.81245,302.12,0.4,0.37,2026-06-05,0427,N,nominal,2.0NRT,288.2,1.03,N
-22.91106,-47.23639,327.6,0.38,0.36,2026-06-05,0427,N,nominal,2.0NRT,286.6,1.99,N
-22.91046,-47.24015,315.45,0.38,0.36,2026-06-05,0427,N,nominal,2.0NRT,285.06,2.35,N
-23.14787,-47.08503,310.84,0.38,0.36,2026-06-05,0427,N,nominal,2.0NRT,286.52,0.81,N
-23.59499,-47.43983,298.51,0.38,0.36,2026-06-05,0427,N,nominal,2.0NRT,287.28,0.6,N
-24.54539,-42.47128,332.86,0.56,0.43,2026-06-05,0427,N,nominal,2.0NRT,293.41,9.81,N
-24.54609,-42.46568,304.38,0.56,0.43,2026-06-05,0427,N,nominal,2.0NRT,291.9,3.75,N
-24.63556,-42.41087,313.35,0.57,0.43,2026-06-05,0427,N,nominal,2.0NRT,291.6,1.76,N
-23.81801,-48.7098,304.55,0.39,0.36,2026-06-05,0427,N,nominal,2.0NRT,284.87,0.82,N
-24.74183,-42.51372,332.69,0.56,0.43,2026-06-05,0427,N,nominal,2.0NRT,292.05,3.73,N
-24.74583,-42.51431,333.6,0.56,0.43,2026-06-05,0427,N,nominal,2.0NRT,292.76,9.56,N
-21.3199,-61.03791,299.1,0.66,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.13,1.18,N
-21.32663,-61.03988,298.58,0.66,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.23,1.18,N
-21.32022,-61.03814,299.87,0.66,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.19,1.08,N
-21.32695,-61.04008,299.34,0.66,0.73,2026-06-05,0427,N,nominal,2.0NRT,288.54,1.43,N
-22.55141,-56.99033,308.95,0.36,0.57,2026-06-05,0427,N,nominal,2.0NRT,287.01,1.04,N
-25.20415,-42.87678,324.06,0.54,0.42,2026-06-05,0427,N,nominal,2.0NRT,291.03,2.52,N
-21.7881,-61.73558,298.84,0.71,0.75,2026-06-05,0427,N,nominal,2.0NRT,288.38,1.9,N
-21.78989,-61.72851,302.97,0.71,0.75,2026-06-05,0427,N,nominal,2.0NRT,288.15,1.65,N
-21.78733,-61.72779,303.41,0.71,0.75,2026-06-05,0427,N,nominal,2.0NRT,288.39,3.01,N
