latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-30.16403,-52.92421,326.65,0.45,0.39,2026-06-04,1713,N,nominal,2.0NRT,295.09,4.35,D
-14.09823,-59.39209,367,0.42,0.45,2026-06-04,1717,N,high,2.0NRT,298.99,11.13,D
-30.16463,-52.92889,345.09,0.45,0.39,2026-06-04,1713,N,nominal,2.0NRT,295.37,4.35,D
-14.09875,-59.39598,344.62,0.42,0.45,2026-06-04,1717,N,nominal,2.0NRT,302.31,3.23,D
-29.89418,-51.59476,335.97,0.4,0.37,2026-06-04,1713,N,nominal,2.0NRT,295.65,3.96,D
-14.09454,-59.39649,346.11,0.42,0.45,2026-06-04,1717,N,nominal,2.0NRT,300.54,4.41,D
-14.09506,-59.40041,340.72,0.42,0.45,2026-06-04,1717,N,nominal,2.0NRT,303.95,4.41,D
-30.74959,-60.21272,348.02,0.37,0.58,2026-06-04,1713,N,nominal,2.0NRT,283.53,7.15,D
-12.30864,-47.90174,342.3,0.46,0.47,2026-06-04,1717,N,nominal,2.0NRT,300.99,12.38,D
-29.79736,-51.47406,326.41,0.4,0.37,2026-06-04,1713,N,nominal,2.0NRT,293.48,1.35,D
-14.62908,-65.7901,347.32,0.56,0.69,2026-06-04,1717,N,nominal,2.0NRT,289.85,6.45,D
-30.72274,-60.14701,355.14,0.37,0.58,2026-06-04,1713,N,nominal,2.0NRT,279.01,4,D
-12.76753,-52.97857,332.32,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,300.61,1.4,D
-30.72304,-60.151,328.35,0.37,0.58,2026-06-04,1713,N,nominal,2.0NRT,279.02,4,D
-30.71759,-60.15151,337.72,0.37,0.58,2026-06-04,1713,N,nominal,2.0NRT,279.74,4,D
-12.76418,-52.97911,332.36,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,300.4,2.99,D
-29.63161,-50.61,331.44,0.39,0.36,2026-06-04,1713,N,nominal,2.0NRT,294.48,6.28,D
-12.90658,-53.89896,329.66,0.38,0.36,2026-06-04,1717,N,nominal,2.0NRT,304.17,5.15,D
-30.00096,-53.39454,343.57,0.46,0.39,2026-06-04,1713,N,nominal,2.0NRT,290.78,4.68,D
-29.54548,-50.47732,327.24,0.39,0.36,2026-06-04,1713,N,nominal,2.0NRT,291.95,2.09,D
-12.90712,-53.9025,346.4,0.38,0.36,2026-06-04,1717,N,nominal,2.0NRT,303.3,5.47,D
-29.69416,-51.65554,331.03,0.4,0.37,2026-06-04,1713,N,nominal,2.0NRT,295.8,2.45,D
-11.27316,-44.68634,329.47,0.39,0.59,2026-06-04,1717,N,nominal,2.0NRT,289.07,4.69,D
-29.7142,-51.85161,334.76,0.41,0.37,2026-06-04,1713,N,nominal,2.0NRT,293.77,2.92,D
-14.24723,-64.64844,367,0.47,0.64,2026-06-04,1717,N,high,2.0NRT,297.25,12.36,D
-29.71077,-51.85223,343.03,0.41,0.37,2026-06-04,1713,N,nominal,2.0NRT,294.51,4.88,D
-29.63832,-51.82922,330.56,0.41,0.37,2026-06-04,1713,N,nominal,2.0NRT,294.51,1.8,D
-14.24771,-64.65289,335.55,0.47,0.64,2026-06-04,1717,N,nominal,2.0NRT,294.1,7.21,D
-29.66162,-52.12787,332.39,0.42,0.37,2026-06-04,1713,N,nominal,2.0NRT,296.79,3.02,D
-14.24125,-64.64912,327.86,0.47,0.64,2026-06-04,1717,N,nominal,2.0NRT,295.37,12.36,D
-29.65815,-52.1285,329.01,0.42,0.37,2026-06-04,1713,N,nominal,2.0NRT,296.42,3.02,D
-14.24173,-64.65356,334.25,0.47,0.64,2026-06-04,1717,N,nominal,2.0NRT,296.51,7.21,D
-29.17332,-50.2731,333.51,0.38,0.36,2026-06-04,1713,N,nominal,2.0NRT,297.16,6.52,D
-29.17391,-50.27707,340.77,0.38,0.36,2026-06-04,1713,N,nominal,2.0NRT,294.28,6.52,D
-14.25088,-64.64735,331.95,0.47,0.64,2026-06-04,1717,N,nominal,2.0NRT,294.66,10.18,D
-29.23216,-50.66738,326.84,0.39,0.36,2026-06-04,1713,N,nominal,2.0NRT,293.17,4.43,D
-14.25139,-64.65179,340.32,0.47,0.64,2026-06-04,1717,N,nominal,2.0NRT,294.3,7.75,D
-29.23275,-50.67139,338.1,0.39,0.36,2026-06-04,1713,N,nominal,2.0NRT,297.85,4.94,D
-29.23262,-50.88184,326.87,0.39,0.36,2026-06-04,1713,N,nominal,2.0NRT,293.16,1.91,D
-14.24491,-64.64801,367,0.47,0.64,2026-06-04,1717,N,high,2.0NRT,295.95,10.18,D
-30.08825,-59.28381,354.37,0.32,0.55,2026-06-04,1713,N,nominal,2.0NRT,295.86,6.89,D
-14.24542,-64.65244,346.19,0.47,0.64,2026-06-04,1717,N,nominal,2.0NRT,295.6,7.75,D
-30.05417,-59.39628,352.87,0.33,0.55,2026-06-04,1713,N,nominal,2.0NRT,292.48,3.48,D
-30.05446,-59.39976,330.67,0.33,0.55,2026-06-04,1713,N,nominal,2.0NRT,290.62,3.48,D
-14.23944,-64.6531,330.54,0.47,0.64,2026-06-04,1717,N,nominal,2.0NRT,295.62,2.66,D
-30.049,-59.39684,326.6,0.33,0.55,2026-06-04,1713,N,nominal,2.0NRT,288.84,3.48,D
-10.67625,-42.14721,367,0.58,0.7,2026-06-04,1717,N,high,2.0NRT,290.96,21.84,D
-29.23903,-52.36926,330.9,0.42,0.38,2026-06-04,1713,N,nominal,2.0NRT,293.12,3.05,D
-14.13906,-64.61952,336.17,0.47,0.64,2026-06-04,1717,N,nominal,2.0NRT,296.39,4.38,D
-29.92427,-59.0434,338.09,0.62,0.54,2026-06-04,1713,N,nominal,2.0NRT,293.72,7.62,D
-29.91922,-59.04394,341.17,0.62,0.54,2026-06-04,1713,N,nominal,2.0NRT,294.59,8.13,D
-14.14805,-64.87378,327.47,0.48,0.65,2026-06-04,1717,N,nominal,2.0NRT,291.79,3.63,D
-29.9136,-59.03789,339.86,0.62,0.54,2026-06-04,1713,N,nominal,2.0NRT,294.42,8.13,D
-11.95848,-49.29537,332.69,0.57,0.43,2026-06-04,1717,N,nominal,2.0NRT,299.36,26.38,D
-29.91417,-59.04449,339.22,0.62,0.54,2026-06-04,1713,N,nominal,2.0NRT,293.45,8.13,D
-29.07451,-52.48015,333.52,0.42,0.38,2026-06-04,1713,N,nominal,2.0NRT,294.82,4.32,D
-11.95939,-49.30053,342.09,0.57,0.43,2026-06-04,1717,N,nominal,2.0NRT,306.4,28.77,D
-29.89576,-61.11842,325.32,0.41,0.61,2026-06-04,1713,N,nominal,2.0NRT,281.04,3.17,D
-11.9545,-49.29607,346.48,0.57,0.43,2026-06-04,1717,N,nominal,2.0NRT,303.99,26.38,D
-29.0198,-52.47134,334.79,0.42,0.38,2026-06-04,1713,N,nominal,2.0NRT,293.49,3.12,D
-11.9554,-49.30124,345.49,0.57,0.43,2026-06-04,1717,N,nominal,2.0NRT,301.23,28.77,D
-28.94169,-52.03675,329.37,0.41,0.37,2026-06-04,1713,N,nominal,2.0NRT,293.64,2.4,D
-29.89494,-61.1177,330.72,0.41,0.61,2026-06-04,1713,N,nominal,2.0NRT,282.61,3.01,D
-11.95744,-49.29824,341.68,0.57,0.43,2026-06-04,1717,N,nominal,2.0NRT,313.44,37.09,D
-29.85003,-61.75269,344.8,0.45,0.63,2026-06-04,1713,N,nominal,2.0NRT,278.31,7.69,D
-11.9583,-49.30339,333.56,0.57,0.43,2026-06-04,1717,N,nominal,2.0NRT,300.61,37.09,D
-28.72787,-51.0244,330.47,0.39,0.36,2026-06-04,1713,N,nominal,2.0NRT,293.98,2.77,D
-11.95345,-49.29895,347.43,0.57,0.43,2026-06-04,1717,N,nominal,2.0NRT,303.65,37.09,D
-29.84632,-61.75127,337.68,0.45,0.63,2026-06-04,1713,N,nominal,2.0NRT,279.18,4.94,D
-29.22377,-56.33456,339.57,0.42,0.46,2026-06-04,1713,N,nominal,2.0NRT,291.29,13.13,D
-14.13558,-64.61912,334.82,0.46,0.64,2026-06-04,1717,N,nominal,2.0NRT,295.28,5.96,D
-29.61658,-61.46572,325.88,0.43,0.62,2026-06-04,1713,N,nominal,2.0NRT,279.26,3.06,D
-11.56806,-47.2021,330.04,0.52,0.5,2026-06-04,1717,N,nominal,2.0NRT,296.3,6.14,D
-29.14029,-56.2346,332.5,0.42,0.45,2026-06-04,1713,N,nominal,2.0NRT,297.14,2.31,D
-29.14017,-56.23345,330.15,0.42,0.45,2026-06-04,1713,N,nominal,2.0NRT,297.36,3.39,D
-14.14678,-64.87738,327.05,0.48,0.65,2026-06-04,1717,N,nominal,2.0NRT,293.69,3,D
-29.61669,-61.46422,326.86,0.43,0.62,2026-06-04,1713,N,nominal,2.0NRT,279.16,3.09,D
-11.56348,-47.20304,340.8,0.52,0.5,2026-06-04,1717,N,nominal,2.0NRT,295.61,6.14,D
-29.13595,-56.23402,333.81,0.42,0.45,2026-06-04,1713,N,nominal,2.0NRT,296.45,3.39,D
-29.07164,-55.73303,343.71,0.39,0.44,2026-06-04,1713,N,nominal,2.0NRT,289.95,6.6,D
-11.57199,-47.25083,335.92,0.52,0.5,2026-06-04,1717,N,nominal,2.0NRT,296.06,7.5,D
-29.46405,-59.71655,333.57,0.34,0.56,2026-06-04,1713,N,nominal,2.0NRT,282.12,2.64,D
-11.56741,-47.2517,347.87,0.52,0.5,2026-06-04,1717,N,nominal,2.0NRT,296.68,11.42,D
-29.45792,-59.70637,340.75,0.34,0.56,2026-06-04,1713,N,nominal,2.0NRT,283.86,3.94,D
-11.56196,-47.24775,333.01,0.52,0.5,2026-06-04,1717,N,nominal,2.0NRT,294.92,13.66,D
-29.4579,-61.00884,335.68,0.4,0.6,2026-06-04,1713,N,nominal,2.0NRT,298.25,41.84,D
-29.45819,-61.01312,339.19,0.4,0.6,2026-06-04,1713,N,nominal,2.0NRT,283.71,41.84,D
-12.7403,-54.72173,338.94,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,293.73,7.9,D
-29.45761,-61.00454,357.65,0.4,0.6,2026-06-04,1713,N,low,2.0NRT,284.9,52.7,D
-12.74083,-54.7253,331.91,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,300.49,7.9,D
-29.46171,-61.01019,352.43,0.4,0.6,2026-06-04,1713,N,nominal,2.0NRT,289.24,17.42,D
-29.46139,-61.0059,357.79,0.4,0.6,2026-06-04,1713,N,low,2.0NRT,284.71,17.42,D
-12.73696,-54.72226,356.21,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,304.73,7.9,D
-29.45605,-61.01067,343.57,0.4,0.6,2026-06-04,1713,N,nominal,2.0NRT,285.81,27.9,D
-12.73749,-54.72583,350.9,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,295.25,7.9,D
-29.45573,-61.00638,356.9,0.4,0.6,2026-06-04,1713,N,low,2.0NRT,287.48,27.9,D
-29.34085,-59.68872,328.82,0.33,0.56,2026-06-04,1713,N,nominal,2.0NRT,290.13,3.02,D
-12.73803,-54.72939,354.32,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,302.99,4.3,D
-29.00627,-56.53789,327.03,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,288.27,3.4,D
-12.73856,-54.73296,331,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,301.75,4.3,D
-29.17184,-58.38052,336.2,0.56,0.51,2026-06-04,1713,N,nominal,2.0NRT,289.32,6.35,D
-29.1762,-58.65183,344.06,0.58,0.52,2026-06-04,1713,N,nominal,2.0NRT,297.84,28.74,D
-12.73469,-54.72992,355.09,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,299.39,18.81,D
-29.17899,-58.6532,354.54,0.58,0.52,2026-06-04,1713,N,nominal,2.0NRT,297.71,23.63,D
-12.73522,-54.73349,356.9,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,307.99,18.81,D
-29.18927,-58.76355,327.31,0.59,0.53,2026-06-04,1713,N,nominal,2.0NRT,292.78,2.43,D
-12.73576,-54.73705,357.13,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,306.89,14.54,D
-28.09543,-50.02722,349.57,0.38,0.36,2026-06-04,1713,N,nominal,2.0NRT,295.39,9.48,D
-28.09603,-50.03114,339.25,0.38,0.36,2026-06-04,1713,N,nominal,2.0NRT,293.88,9.48,D
-12.73629,-54.74062,343.39,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,302.85,14.54,D
-28.09664,-50.03506,334.07,0.38,0.36,2026-06-04,1713,N,nominal,2.0NRT,296.59,18.67,D
-28.0921,-50.02788,338.25,0.38,0.36,2026-06-04,1713,N,nominal,2.0NRT,291.94,9.48,D
-12.73242,-54.73758,352.97,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,303.3,14.54,D
-28.09271,-50.0318,332.3,0.38,0.36,2026-06-04,1713,N,nominal,2.0NRT,292.61,9.48,D
-12.73296,-54.74115,356.63,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,309.09,14.54,D
-28.09331,-50.03572,341.62,0.38,0.36,2026-06-04,1713,N,nominal,2.0NRT,295.34,18.67,D
-29.13644,-58.56641,338.86,0.57,0.52,2026-06-04,1713,N,nominal,2.0NRT,291.83,8.58,D
-12.73349,-54.74472,336.15,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,302.32,3.25,D
-29.13269,-58.57899,325.89,0.57,0.52,2026-06-04,1713,N,nominal,2.0NRT,292.37,3.57,D
-12.72908,-54.73811,335.73,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,300.76,3.44,D
-29.11639,-58.50832,337.76,0.57,0.52,2026-06-04,1713,N,nominal,2.0NRT,292.5,6.11,D
-29.28132,-61.07315,331.71,0.41,0.6,2026-06-04,1713,N,nominal,2.0NRT,284.65,3.26,D
-12.72962,-54.74168,342.18,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,300.42,3.44,D
-28.76828,-55.73297,328.11,0.39,0.44,2026-06-04,1713,N,nominal,2.0NRT,296.77,1.55,D
-12.67624,-54.5824,336.08,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,305.8,5.09,D
-28.84056,-56.61253,367,0.44,0.46,2026-06-04,1713,N,high,2.0NRT,292.13,29.82,D
-11.82893,-49.65536,342.07,0.55,0.42,2026-06-04,1717,N,nominal,2.0NRT,303.69,6.13,D
-28.84007,-56.608,334.21,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,284.68,8.27,D
-28.83529,-56.60403,326.94,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,285.04,6.38,D
-12.29542,-52.50476,331.91,0.4,0.37,2026-06-04,1717,N,low,2.0NRT,305.75,3.47,D
-28.83578,-56.60857,346.42,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,285.6,6.38,D
-11.77588,-49.74464,335.75,0.54,0.42,2026-06-04,1717,N,nominal,2.0NRT,301.95,2.75,D
-28.83626,-56.61311,356.36,0.44,0.46,2026-06-04,1713,N,low,2.0NRT,286.26,13.59,D
-28.82574,-56.59613,328.23,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,285.71,4.52,D
-11.7336,-49.68517,332.74,0.55,0.42,2026-06-04,1717,N,nominal,2.0NRT,302.7,3.5,D
-28.8205,-56.58767,327.15,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,287.45,4.67,D
-10.9939,-45.60283,345.94,0.34,0.56,2026-06-04,1717,N,nominal,2.0NRT,296.33,7.09,D
-28.79052,-56.55058,328.33,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,287.48,2.78,D
-28.71963,-56.48167,344.84,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,289.64,4.44,D
-10.99456,-45.60636,338.3,0.34,0.56,2026-06-04,1717,N,nominal,2.0NRT,291.98,3.98,D
-28.60437,-56.55809,337.03,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,288.03,3.52,D
-10.98937,-45.60723,327.99,0.34,0.56,2026-06-04,1717,N,nominal,2.0NRT,295.32,4.24,D
-28.60485,-56.56256,335.94,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,287.14,3.52,D
-28.56134,-56.47834,327.18,0.42,0.46,2026-06-04,1713,N,nominal,2.0NRT,292.76,4.56,D
-10.98479,-45.61134,341.8,0.34,0.56,2026-06-04,1717,N,nominal,2.0NRT,295.57,4.24,D
-28.57588,-56.61659,327.67,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,289.82,2.4,D
-10.98545,-45.61481,344.29,0.34,0.56,2026-06-04,1717,N,nominal,2.0NRT,296.65,3.67,D
-28.57113,-56.61268,340.09,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,292.02,7.87,D
-28.5716,-56.61718,339.84,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,289.44,8.09,D
-10.98608,-45.61814,331.46,0.34,0.56,2026-06-04,1717,N,nominal,2.0NRT,297.02,3.67,D
-28.55285,-56.47948,330.11,0.42,0.46,2026-06-04,1713,N,nominal,2.0NRT,291.81,8.45,D
-10.98082,-45.61864,328.63,0.34,0.56,2026-06-04,1717,N,nominal,2.0NRT,294.96,4.31,D
-28.56685,-56.61326,340.12,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,289.7,7.87,D
-28.57757,-56.759,336.45,0.44,0.46,2026-06-04,1713,N,nominal,2.0NRT,280.83,4.63,D
-10.98147,-45.62205,343.3,0.34,0.56,2026-06-04,1717,N,nominal,2.0NRT,296.33,4.09,D
-28.51145,-56.33015,345.52,0.42,0.45,2026-06-04,1713,N,nominal,2.0NRT,292.74,5.69,D
-10.98209,-45.62534,329.68,0.34,0.56,2026-06-04,1717,N,nominal,2.0NRT,294.52,4.09,D
-28.5112,-56.32913,338.44,0.42,0.45,2026-06-04,1713,N,nominal,2.0NRT,292.75,4.15,D
-13.92348,-65.7485,340.21,0.55,0.68,2026-06-04,1717,N,nominal,2.0NRT,292.97,9.55,D
-28.51168,-56.33344,334.19,0.42,0.45,2026-06-04,1713,N,nominal,2.0NRT,292.54,4.15,D
-13.92402,-65.75374,336.51,0.55,0.68,2026-06-04,1717,N,nominal,2.0NRT,291.78,6.52,D
-28.49812,-56.32654,325.18,0.42,0.45,2026-06-04,1713,N,nominal,2.0NRT,293.08,2.09,D
-12.09611,-51.98599,346.45,0.42,0.38,2026-06-04,1717,N,nominal,2.0NRT,302.68,18.19,D
-28.78923,-59.34716,332.53,0.63,0.54,2026-06-04,1713,N,nominal,2.0NRT,290.98,8.76,D
-12.09264,-51.98655,347.19,0.42,0.38,2026-06-04,1717,N,nominal,2.0NRT,307.46,18.19,D
-28.44168,-56.08453,326.05,0.4,0.44,2026-06-04,1713,N,low,2.0NRT,296.59,1.98,D
-12.09327,-51.9904,349.39,0.42,0.38,2026-06-04,1717,N,nominal,2.0NRT,306.76,18.19,D
-28.69573,-58.86085,331.32,0.59,0.53,2026-06-04,1713,N,nominal,2.0NRT,291.23,4.71,D
-12.09389,-51.99426,349.39,0.42,0.38,2026-06-04,1717,N,nominal,2.0NRT,305.54,9.7,D
-28.41226,-56.08456,341.19,0.4,0.44,2026-06-04,1713,N,nominal,2.0NRT,296.31,3.32,D
-13.74757,-64.20944,331.63,0.43,0.62,2026-06-04,1717,N,nominal,2.0NRT,297,4.11,D
-28.41271,-56.08871,341.78,0.4,0.44,2026-06-04,1713,N,nominal,2.0NRT,295.7,3.32,D
-12.0898,-51.99096,367,0.42,0.38,2026-06-04,1717,N,high,2.0NRT,309.49,22.24,D
-28.40766,-56.08092,334.18,0.4,0.44,2026-06-04,1713,N,nominal,2.0NRT,296.64,12.74,D
-12.09043,-51.99481,350.12,0.42,0.38,2026-06-04,1717,N,nominal,2.0NRT,314.35,28.86,D
-28.40812,-56.08509,352.82,0.4,0.44,2026-06-04,1713,N,nominal,2.0NRT,303.42,9.36,D
-12.09105,-51.99866,356.8,0.42,0.38,2026-06-04,1717,N,nominal,2.0NRT,307.09,28.86,D
-28.40857,-56.08926,335.38,0.4,0.44,2026-06-04,1713,N,nominal,2.0NRT,296.73,9.36,D
-12.08633,-51.99152,333.66,0.42,0.38,2026-06-04,1717,N,nominal,2.0NRT,300.19,22.24,D
-28.40398,-56.08565,340.71,0.4,0.44,2026-06-04,1713,N,nominal,2.0NRT,297.29,9.36,D
-28.40443,-56.08981,326.96,0.4,0.44,2026-06-04,1713,N,nominal,2.0NRT,296.74,9.36,D
-12.08696,-51.99537,347.81,0.42,0.38,2026-06-04,1717,N,nominal,2.0NRT,301.12,28.86,D
-10.98076,-45.62157,334.18,0.34,0.56,2026-06-04,1717,N,nominal,2.0NRT,295.14,7.33,D
-27.86918,-52.02394,328.18,0.4,0.37,2026-06-04,1713,N,nominal,2.0NRT,293.45,2.24,D
-28.40078,-56.52485,331.39,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,293.73,27.92,D
-10.98136,-45.62488,333.25,0.34,0.56,2026-06-04,1717,N,nominal,2.0NRT,293.93,6.13,D
-28.40125,-56.52925,353.82,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,308.19,40.56,D
-13.92265,-65.75141,367,0.55,0.68,2026-06-04,1717,N,high,2.0NRT,292.68,10.02,D
-28.40173,-56.53365,336.68,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,294.86,40.56,D
-13.74782,-64.20924,329.2,0.43,0.62,2026-06-04,1717,N,nominal,2.0NRT,296.82,4.12,D
-13.7295,-66.1441,329.62,0.58,0.7,2026-06-04,1717,N,nominal,2.0NRT,290.4,7.05,D
-28.661,-59.14567,325.04,0.61,0.53,2026-06-04,1713,N,nominal,2.0NRT,293.1,3.8,D
-28.39605,-56.52102,328.97,0.42,0.46,2026-06-04,1713,N,nominal,2.0NRT,294,27.92,D
-10.93608,-46.93125,336.34,0.56,0.51,2026-06-04,1717,N,nominal,2.0NRT,297.21,5.37,D
-10.937,-46.93629,349.96,0.56,0.51,2026-06-04,1717,N,nominal,2.0NRT,299.21,9.09,D
-28.39653,-56.52542,352.98,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,306.07,27.92,D
-13.70045,-66.18079,367,0.58,0.7,2026-06-04,1717,N,high,2.0NRT,292.19,19.06,D
-28.39748,-56.53421,338.58,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,297.55,40.56,D
-10.93225,-46.93714,342.82,0.56,0.51,2026-06-04,1717,N,nominal,2.0NRT,301.71,21.7,D
-10.93318,-46.94222,355.88,0.56,0.51,2026-06-04,1717,N,nominal,2.0NRT,302.11,21.7,D
-28.39701,-56.52982,305.48,0.43,0.46,2026-06-04,1713,N,low,2.0NRT,316.1,40.56,D
-13.70104,-66.18636,356.56,0.58,0.7,2026-06-04,1717,N,nominal,2.0NRT,292.28,19.06,D
-28.39228,-56.52597,351.58,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,298.58,44.21,D
-10.92194,-46.90736,335.28,0.56,0.52,2026-06-04,1717,N,nominal,2.0NRT,296.17,5.07,D
-28.39275,-56.53036,342.41,0.43,0.46,2026-06-04,1713,N,nominal,2.0NRT,294.14,8.36,D
-10.91717,-46.90812,331.96,0.56,0.52,2026-06-04,1717,N,nominal,2.0NRT,291.94,5.43,D
-28.22318,-56.18995,341.68,0.41,0.45,2026-06-04,1713,N,nominal,2.0NRT,307.4,31.91,D
-10.91527,-46.9246,349.52,0.56,0.51,2026-06-04,1717,N,nominal,2.0NRT,300.68,14.91,D
-28.23565,-56.30413,332.44,0.41,0.45,2026-06-04,1713,N,nominal,2.0NRT,296.98,2.74,D
-13.57803,-65.2182,344.29,0.5,0.66,2026-06-04,1717,N,nominal,2.0NRT,293.97,6.9,D
-28.22364,-56.19415,288.16,0.41,0.45,2026-06-04,1713,N,low,2.0NRT,305.7,24.89,D
-10.91794,-46.96599,336.54,0.56,0.51,2026-06-04,1717,N,nominal,2.0NRT,295.38,7.28,D
-28.21903,-56.19053,343.01,0.41,0.45,2026-06-04,1713,N,nominal,2.0NRT,296.98,31.91,D
-10.90481,-46.94771,332.21,0.56,0.51,2026-06-04,1717,N,nominal,2.0NRT,298.98,6.8,D
-28.21949,-56.19473,330.21,0.41,0.45,2026-06-04,1713,N,nominal,2.0NRT,295.9,24.89,D
-10.90008,-46.94862,338.67,0.56,0.51,2026-06-04,1717,N,nominal,2.0NRT,298.87,6.8,D
-28.19878,-56.15931,334.23,0.4,0.44,2026-06-04,1713,N,nominal,2.0NRT,297.35,3.02,D
-10.88102,-46.92506,348.27,0.56,0.51,2026-06-04,1717,N,nominal,2.0NRT,298.25,11.78,D
-28.3314,-57.72168,331.71,0.5,0.49,2026-06-04,1713,N,nominal,2.0NRT,278.58,5.09,D
-10.90274,-46.94041,330.35,0.56,0.51,2026-06-04,1717,N,low,2.0NRT,301.17,5.22,D
-28.11001,-56.05316,337.94,0.4,0.44,2026-06-04,1713,N,nominal,2.0NRT,294.16,3.07,D
-10.90452,-46.95053,342.21,0.56,0.51,2026-06-04,1717,N,nominal,2.0NRT,298.73,7.34,D
-28.07576,-56.04556,339,0.4,0.44,2026-06-04,1713,N,nominal,2.0NRT,294.39,4.4,D
-10.89888,-46.9463,335.88,0.56,0.51,2026-06-04,1717,N,nominal,2.0NRT,298.75,5.22,D
-28.07621,-56.04967,339.75,0.4,0.44,2026-06-04,1713,N,nominal,2.0NRT,294.53,4.4,D
-13.57785,-65.2165,336.69,0.5,0.66,2026-06-04,1717,N,nominal,2.0NRT,293.65,8.3,D
-28.05932,-56.04794,340.09,0.4,0.44,2026-06-04,1713,N,nominal,2.0NRT,295.29,2.63,D
-10.88,-46.92261,337.76,0.56,0.52,2026-06-04,1717,N,nominal,2.0NRT,298.39,6.13,D
-27.35969,-50.73806,338.22,0.38,0.36,2026-06-04,1713,N,nominal,2.0NRT,288.39,2.81,D
-10.88094,-46.9279,341.62,0.56,0.52,2026-06-04,1717,N,nominal,2.0NRT,295.92,6.13,D
-28.06053,-56.04606,337.61,0.4,0.44,2026-06-04,1713,N,nominal,2.0NRT,295.19,4.38,D
-12.14891,-54.64902,351.08,0.39,0.36,2026-06-04,1717,N,nominal,2.0NRT,310.84,13.81,D
-28.37406,-60.38401,325.98,0.36,0.57,2026-06-04,1713,N,nominal,2.0NRT,287.5,2.8,D
-10.88887,-47.00016,331.09,0.55,0.51,2026-06-04,1717,N,nominal,2.0NRT,293.55,4.17,D
-28.3724,-60.38451,327.34,0.36,0.57,2026-06-04,1713,N,nominal,2.0NRT,287.33,3.2,D
-12.77492,-59.0032,331.14,0.38,0.43,2026-06-04,1717,N,low,2.0NRT,303.22,5.65,D
-27.72631,-55.02538,326.8,0.52,0.42,2026-06-04,1713,N,nominal,2.0NRT,294.45,2.95,D
-12.77541,-59.00674,338.93,0.38,0.43,2026-06-04,1717,N,nominal,2.0NRT,305.24,5.65,D
-27.70985,-54.95158,337.55,0.52,0.41,2026-06-04,1713,N,nominal,2.0NRT,294.49,5.34,D
-10.87047,-46.92418,349.04,0.56,0.52,2026-06-04,1717,N,nominal,2.0NRT,296.12,19.88,D
-27.7086,-54.95407,336.31,0.52,0.41,2026-06-04,1713,N,nominal,2.0NRT,293.31,5.13,D
-12.76557,-58.99471,338.15,0.57,0.43,2026-06-04,1717,N,nominal,2.0NRT,302.56,10.61,D
-27.9102,-57.47688,338.1,0.48,0.48,2026-06-04,1713,N,nominal,2.0NRT,290.36,4.75,D
-10.86523,-47.00434,335.62,0.55,0.51,2026-06-04,1717,N,nominal,2.0NRT,297.01,6.99,D
-28.18394,-60.92428,353.09,0.39,0.59,2026-06-04,1713,N,nominal,2.0NRT,287.24,6.52,D
-10.855,-46.97456,346.28,0.56,0.51,2026-06-04,1717,N,nominal,2.0NRT,296.96,16.15,D
