latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-18.39369,-59.0601,304.63,2.76,1.59,2026-06-05,0026,T,50,6.1NRT,291.11,27.85,N
-18.3863,-59.04054,302.94,2.75,1.59,2026-06-05,0026,T,52,6.1NRT,290.5,25.14,N
-18.38888,-59.06605,321.03,2.76,1.59,2026-06-05,0026,T,100,6.1NRT,291.68,87.01,N
-18.39146,-59.09166,303.04,2.78,1.59,2026-06-05,0026,T,53,6.1NRT,290.83,24.97,N
-18.37479,-59.0675,312.6,2.76,1.59,2026-06-05,0026,T,85,6.1NRT,290.64,52.17,N
-18.37735,-59.09313,322.58,2.78,1.59,2026-06-05,0026,T,100,6.1NRT,291.54,91.75,N
-17.67571,-60.75496,305.35,3.66,1.79,2026-06-05,0026,T,64,6.1NRT,290.94,48.59,N
-17.49547,-59.48404,303.81,2.9,1.62,2026-06-05,0026,T,20,6.1NRT,290.9,25.96,N
-17.49809,-59.51047,318.07,2.91,1.63,2026-06-05,0026,T,96,6.1NRT,291.77,77.88,N
-17.50073,-59.53706,309.02,2.93,1.63,2026-06-05,0026,T,76,6.1NRT,291.03,42.55,N
-17.50338,-59.56383,310.8,2.94,1.63,2026-06-05,0026,T,81,6.1NRT,290.66,49.7,N
-17.48372,-59.51219,306.18,2.91,1.63,2026-06-05,0026,T,45,6.1NRT,290.46,33.14,N
-17.48633,-59.53892,314.63,2.93,1.63,2026-06-05,0026,T,90,6.1NRT,290.46,62.29,N
-17.48895,-59.56569,313.52,2.94,1.63,2026-06-05,0026,T,87,6.1NRT,289.68,57.44,N
-17.48381,-59.54586,309.45,2.93,1.63,2026-06-05,0026,T,26,6.1NRT,289.98,41.23,N
-16.60129,-58.241,316.64,2.25,1.45,2026-06-05,0026,T,94,6.1NRT,292.3,49.78,N
-16.59966,-58.22692,304.42,2.24,1.45,2026-06-05,0026,T,60,6.1NRT,291.75,20.65,N
-16.60198,-58.24763,309.97,2.25,1.45,2026-06-05,0026,T,79,6.1NRT,292.02,32.92,N
-16.55663,-59.30966,301.3,2.73,1.58,2026-06-05,0026,T,40,6.1NRT,290.53,18.64,N
-16.54885,-59.29226,303.12,2.71,1.58,2026-06-05,0026,T,17,6.1NRT,290.52,20.95,N
-16.46761,-59.32605,303.82,2.73,1.58,2026-06-05,0026,T,57,6.1NRT,290.64,24.84,N
-16.56831,-60.83445,302.08,3.6,1.78,2026-06-05,0026,T,47,6.1NRT,290.46,32.76,N
-16.55811,-60.84094,306.37,3.6,1.78,2026-06-05,0026,T,68,6.1NRT,290.68,52.26,N
-16.41326,-59.54177,328.96,2.83,1.61,2026-06-05,0026,T,100,6.1NRT,291.84,127.09,N
-16.41595,-59.56799,309.05,2.84,1.61,2026-06-05,0026,T,76,6.1NRT,290.72,41.75,N
-16.1482,-58.49842,306.02,2.32,1.47,2026-06-05,0026,T,67,6.1NRT,291.55,23.65,N
-16.12215,-58.50148,303.59,2.32,1.47,2026-06-05,0026,T,56,6.1NRT,291.43,19.09,N
-14.77336,-52.67719,320.4,1.01,1.01,2026-06-05,0026,T,100,6.1NRT,291.23,19.46,N
-14.04649,-53.36584,303.27,1.04,1.02,2026-06-05,0026,T,54,6.1NRT,291.24,6.02,N
-14.09178,-54.33921,331.33,1.13,1.06,2026-06-05,0026,T,100,6.1NRT,293.85,36.79,N
-14.30315,-58.63993,300.5,2.24,1.45,2026-06-05,0026,T,29,6.1NRT,290,13.27,N
-13.51765,-54.31096,330.83,1.11,1.05,2026-06-05,0026,T,100,6.1NRT,293.7,35.05,N
-14.09767,-59.38168,302.92,2.55,1.54,2026-06-05,0026,T,52,6.1NRT,289.81,23.8,N
-14.10011,-59.40435,300.03,2.56,1.54,2026-06-05,0026,T,11,6.1NRT,289.95,17.54,N
-14.1034,-59.38641,302.36,2.55,1.54,2026-06-05,0026,T,29,6.1NRT,289.36,19.91,N
-12.0638,-48.07982,301.73,1.58,1.24,2026-06-05,0026,T,44,6.1NRT,290.63,8.4,N
-12.80971,-54.85899,309.04,1.16,1.07,2026-06-05,0026,T,76,6.1NRT,292.15,10.81,N
-12.81108,-54.86942,309.17,1.16,1.07,2026-06-05,0026,T,77,6.1NRT,291.94,10.89,N
-12.73422,-54.72174,312.87,1.14,1.07,2026-06-05,0026,T,86,6.1NRT,293.19,12.66,N
-12.73554,-54.73199,329,1.14,1.07,2026-06-05,0026,T,100,6.1NRT,294.68,32.6,N
-12.73687,-54.74229,308.49,1.15,1.07,2026-06-05,0026,T,75,6.1NRT,293.26,9.22,N
-12.72614,-54.73335,304.11,1.14,1.07,2026-06-05,0026,T,58,6.1NRT,292.44,5.99,N
-12.72747,-54.74365,304.96,1.15,1.07,2026-06-05,0026,T,62,6.1NRT,292.25,6.68,N
-11.03544,-44.33641,302.08,3.23,1.7,2026-06-05,0026,T,32,6.1NRT,289.26,21.28,N
-11.03194,-44.31297,301.87,3.25,1.7,2026-06-05,0026,T,45,6.1NRT,289.29,22.95,N
-11.03671,-44.34154,300.18,3.23,1.7,2026-06-05,0026,T,20,6.1NRT,289.29,18.37,N
-11.54055,-48.27337,309.18,1.56,1.23,2026-06-05,0026,T,77,6.1NRT,287.72,17.5,N
-12.09013,-51.98743,310.48,1.01,1,2026-06-05,0026,T,80,6.1NRT,292.46,9.84,N
-12.0914,-51.99647,310.7,1.01,1,2026-06-05,0026,T,81,6.1NRT,292.46,10.29,N
-12.09266,-52.00551,303.81,1.01,1,2026-06-05,0026,T,57,6.1NRT,291.15,5.71,N
-12.31557,-54.11829,339.91,1.07,1.03,2026-06-05,0026,T,100,6.1NRT,292.63,47.66,N
-12.31684,-54.12785,318.27,1.07,1.03,2026-06-05,0026,T,97,6.1NRT,292,17.6,N
-11.38816,-47.81391,302.23,1.7,1.28,2026-06-05,0026,T,48,6.1NRT,289.31,9.96,N
-12.45264,-58.40699,302.48,2.02,1.38,2026-06-05,0026,T,27,6.1NRT,291.73,10.35,N
-12.4404,-58.40829,317.31,2.02,1.38,2026-06-05,0026,T,95,6.1NRT,292.72,40.12,N
-12.44251,-58.42657,309.51,2.02,1.39,2026-06-05,0026,T,78,6.1NRT,291.91,22.89,N
-12.4467,-58.46301,312.77,2.04,1.39,2026-06-05,0026,T,37,6.1NRT,292.58,26.92,N
-12.44876,-58.4809,323.16,2.04,1.39,2026-06-05,0026,T,100,6.1NRT,293.46,55.94,N
-12.4509,-58.49943,305.44,2.05,1.39,2026-06-05,0026,T,51,6.1NRT,291.91,14.92,N
-12.43648,-58.48244,335.09,2.04,1.39,2026-06-05,0026,T,100,6.1NRT,294.58,98.61,N
-12.43859,-58.50095,309.81,2.05,1.39,2026-06-05,0026,T,78,6.1NRT,292.54,23.27,N
-12.44337,-58.46965,320.35,2.04,1.39,2026-06-05,0026,T,100,6.1NRT,293.36,45.34,N
-12.44557,-58.48768,327.94,2.04,1.39,2026-06-05,0026,T,100,6.1NRT,293.64,70.9,N
-12.43328,-58.48915,323.26,2.04,1.39,2026-06-05,0026,T,100,6.1NRT,293.75,56.8,N
-12.22663,-57.27122,302.72,1.64,1.26,2026-06-05,0026,T,51,6.1NRT,291.96,8.85,N
-12.2284,-57.28592,304.52,1.64,1.26,2026-06-05,0026,T,60,6.1NRT,291.84,11.12,N
-11.56612,-52.79399,308.57,1,1,2026-06-05,0026,T,75,6.1NRT,293.32,7.12,N
-11.56736,-52.80293,338.18,1,1,2026-06-05,0026,T,100,6.1NRT,294.9,39.21,N
-11.55731,-52.79527,354.99,1,1,2026-06-05,0026,T,100,6.1NRT,296.06,72.03,N
-11.55854,-52.80421,408.81,1,1,2026-06-05,0026,T,100,6.1NRT,305.51,308.01,N
-11.55977,-52.81316,328.81,1,1,2026-06-05,0026,T,100,6.1NRT,295.46,25.33,N
-11.54849,-52.79654,340.55,1,1,2026-06-05,0026,T,100,6.1NRT,294.39,42.8,N
-11.54972,-52.80549,391.22,1,1,2026-06-05,0026,T,100,6.1NRT,300,202.91,N
-11.55095,-52.81443,327.54,1,1,2026-06-05,0026,T,100,6.1NRT,294.98,24.03,N
-11.3328,-51.39127,305.75,1.05,1.02,2026-06-05,0026,T,66,6.1NRT,292.79,6.72,N
-11.5772,-54.58202,324.22,1.1,1.05,2026-06-05,0026,T,100,6.1NRT,291.83,25.02,N
-11.60915,-55.33803,322.19,1.2,1.09,2026-06-05,0026,T,100,6.1NRT,294.84,24.77,N
-11.61052,-55.34876,307.93,1.2,1.09,2026-06-05,0026,T,73,6.1NRT,293.6,9.31,N
-11.59955,-55.33932,320.06,1.2,1.09,2026-06-05,0026,T,100,6.1NRT,294.21,21.56,N
-11.88262,-57.82592,303.86,1.78,1.31,2026-06-05,0026,T,57,6.1NRT,291.08,12,N
-11.27375,-53.96629,302.59,1.04,1.02,2026-06-05,0026,T,50,6.1NRT,292.19,4.79,N
-10.38898,-49.44779,324.04,1.35,1.15,2026-06-05,0026,T,100,6.1NRT,294.23,32.7,N
-11.07075,-54.51379,316.25,1.08,1.04,2026-06-05,0026,T,93,6.1NRT,292.32,15.7,N
-11.01682,-54.31665,304.18,1.06,1.03,2026-06-05,0026,T,59,6.1NRT,291.94,5.41,N
-11.00649,-54.30841,317.75,1.06,1.03,2026-06-05,0026,T,96,6.1NRT,292.67,16.09,N
-11.00774,-54.31792,303.87,1.06,1.03,2026-06-05,0026,T,57,6.1NRT,291.82,5,N
-10.86579,-53.73874,306.8,1.02,1.01,2026-06-05,0026,T,45,6.1NRT,292.03,6.29,N
-10.91,-54.13647,311.1,1.05,1.02,2026-06-05,0026,T,82,6.1NRT,292.7,10.19,N
-11.05302,-56.92897,306.22,1.49,1.2,2026-06-05,0026,T,67,6.1NRT,291.53,10.61,N
-11.05742,-56.92069,307.22,1.48,1.2,2026-06-05,0026,T,71,6.1NRT,291.66,12.21,N
-10.59979,-55.42306,303.95,1.18,1.08,2026-06-05,0026,T,58,6.1NRT,292.3,5.98,N
-9.76632,-50.01568,312.52,1.27,1.12,2026-06-05,0026,T,85,6.1NRT,292.75,14.61,N
-10.57261,-57.3173,306.16,1.56,1.23,2026-06-05,0026,T,67,6.1NRT,292.29,11.6,N
-10.57433,-57.33131,301.99,1.57,1.23,2026-06-05,0026,T,46,6.1NRT,291.75,7.05,N
-9.89505,-52.44397,302.68,1.01,1.01,2026-06-05,0026,T,51,6.1NRT,292.16,4.14,N
-9.37339,-50.54192,323.06,1.2,1.09,2026-06-05,0028,T,100,6.1NRT,293.62,25.79,N
-8.72482,-48.3168,300.64,1.73,1.29,2026-06-05,0028,T,17,6.1NRT,288.53,6.23,N
-8.72715,-48.33221,346.36,1.73,1.29,2026-06-05,0028,T,100,6.1NRT,291.75,121.38,N
-8.72946,-48.34752,309.39,1.72,1.29,2026-06-05,0028,T,77,6.1NRT,290.69,18.44,N
-10.03321,-59.35061,303.17,2.2,1.44,2026-06-05,0028,T,52,6.1NRT,288.92,14.31,N
-7.96049,-46.84493,301.74,2.33,1.48,2026-06-05,0028,T,44,6.1NRT,290.49,10.55,N
-8.66013,-54.72546,306.07,1.06,1.03,2026-06-05,0028,T,67,6.1NRT,291.89,6.01,N
-8.04988,-50.68081,303.14,1.22,1.1,2026-06-05,0028,T,53,6.1NRT,292.44,5.93,N
-7.46296,-49.74264,305.77,1.43,1.18,2026-06-05,0028,T,66,6.1NRT,291.11,10.04,N
-7.35184,-49.82972,305.77,1.41,1.18,2026-06-05,0028,T,63,6.1NRT,291.78,8.14,N
-7.34149,-49.83127,322.12,1.41,1.18,2026-06-05,0028,T,100,6.1NRT,291.66,30.2,N
-7.34335,-49.84373,309.88,1.41,1.18,2026-06-05,0028,T,79,6.1NRT,291.4,12.77,N
-6.84577,-47.9416,302.55,2,1.38,2026-06-05,0028,T,50,6.1NRT,291.24,9.91,N
-7.30927,-55.15318,303.47,1.07,1.03,2026-06-05,0028,T,55,6.1NRT,292.08,4.26,N
-6.57315,-51.10223,348.53,1.21,1.09,2026-06-05,0028,T,100,6.1NRT,293.58,76.49,N
-6.57467,-51.11301,303.53,1.2,1.09,2026-06-05,0028,T,55,6.1NRT,292.21,5.29,N
-5.30418,-47.2355,302.67,2.43,1.5,2026-06-05,0028,T,51,6.1NRT,290.26,15.2,N
-34.10468,-70.45274,303.95,1.05,1.02,2026-06-05,0200,T,58,6.1NRT,281.24,10.12,N
-34.10634,-70.46362,306.92,1.05,1.02,2026-06-05,0200,T,70,6.1NRT,281.38,11.98,N
-13.78835,-76.1721,303.01,1.01,1.01,2026-06-05,0204,T,53,6.1NRT,292.44,5.89,N
-10.5226,-42.37135,302.78,2.09,1.41,2026-06-05,0544,A,51,6.1NRT,288.68,16.36,N
-24.54934,-42.46801,313.61,1.2,1.09,2026-06-05,0548,A,83,6.1NRT,291.91,15.59,N
-24.74767,-42.5089,305.92,1.2,1.09,2026-06-05,0548,A,39,6.1NRT,291.81,7.76,N
-25.65733,-42.86163,310.75,1.21,1.1,2026-06-05,0548,A,72,6.1NRT,293.98,11.79,N
-25.65936,-42.84991,305.23,1.21,1.09,2026-06-05,0548,A,24,6.1NRT,293.89,6.88,N
-6.98479,-42.87752,303.38,2.69,1.57,2026-06-05,0544,A,55,6.1NRT,289.56,19.91,N
-6.56959,-51.10846,301.32,3.66,1.79,2026-06-05,0722,A,40,6.1NRT,287.13,30.13,N
-6.58361,-51.08326,300.99,3.68,1.8,2026-06-05,0722,A,29,6.1NRT,286.66,33.64,N
-10.03521,-59.34356,306.05,1.06,1.03,2026-06-05,0724,A,67,6.1NRT,291.95,7.06,N
-11.55701,-52.7841,300.83,3.21,1.7,2026-06-05,0724,A,34,6.1NRT,289.65,26.25,N
-11.55728,-52.78949,303.92,3.21,1.7,2026-06-05,0724,A,58,6.1NRT,289.77,37.61,N
-12.43982,-58.41117,303.72,1.24,1.11,2026-06-05,0724,A,57,6.1NRT,290.9,8.44,N
-12.4414,-58.40006,301.51,1.25,1.11,2026-06-05,0724,A,42,6.1NRT,290.57,6.67,N
9.61633,-63.71436,312.9,2.6,1.55,2026-06-05,0718,A,80,6.1NRT,271.58,56.39,N
-12.44009,-58.47891,311.82,1.23,1.1,2026-06-05,0724,A,24,6.1NRT,292.53,13.49,N
-12.44288,-58.48514,308.21,1.23,1.1,2026-06-05,0724,A,20,6.1NRT,291.46,10.34,N
-12.44441,-58.47403,307.13,1.24,1.1,2026-06-05,0724,A,28,6.1NRT,292.21,9.64,N
-16.416,-59.54927,319.73,1.2,1.09,2026-06-05,0724,A,99,6.1NRT,290.78,24.12,N
-16.41752,-59.53838,330.09,1.2,1.09,2026-06-05,0724,A,100,6.1NRT,291.93,39.25,N
-16.60527,-58.23563,300.41,1.45,1.19,2026-06-05,0724,A,27,6.1NRT,289.25,8.4,N
-16.46768,-59.31936,303.68,1.24,1.1,2026-06-05,0724,A,51,6.1NRT,289.78,8.89,N
-16.46906,-59.32637,301.92,1.24,1.1,2026-06-05,0724,A,45,6.1NRT,289.84,7.16,N
-16.51562,-59.27533,305.12,1.24,1.11,2026-06-05,0724,A,63,6.1NRT,289.67,10.39,N
-16.55306,-59.29228,302.57,1.24,1.11,2026-06-05,0724,A,50,6.1NRT,289.77,8.51,N
-16.56548,-60.83497,301.01,1.06,1.03,2026-06-05,0724,A,36,6.1NRT,288.82,5.53,N
-16.56686,-60.82537,325.96,1.06,1.03,2026-06-05,0724,A,100,6.1NRT,290.04,27.38,N
-17.49054,-59.55279,324.12,1.23,1.1,2026-06-05,0724,A,100,6.1NRT,289.52,30.86,N
-17.49206,-59.54149,309.12,1.24,1.1,2026-06-05,0724,A,35,6.1NRT,288.21,12.06,N
-17.49359,-59.53022,317.08,1.24,1.11,2026-06-05,0724,A,66,6.1NRT,289.89,20.12,N
-17.49513,-59.51883,315.02,1.24,1.11,2026-06-05,0724,A,32,6.1NRT,290.99,17.58,N
-17.49666,-59.50749,305.12,1.24,1.11,2026-06-05,0724,A,12,6.1NRT,289.86,9.03,N
-17.4982,-59.49605,317.51,1.24,1.11,2026-06-05,0724,A,95,6.1NRT,290.42,22.38,N
-17.50023,-59.55431,325.56,1.23,1.1,2026-06-05,0724,A,100,6.1NRT,289.37,32.76,N
-17.67503,-60.74679,302.75,1.09,1.04,2026-06-05,0724,A,51,6.1NRT,287.59,8.08,N
-17.67643,-60.73683,306.58,1.09,1.04,2026-06-05,0724,A,69,6.1NRT,287.83,10.86,N
-18.10035,-59.57957,301.24,1.25,1.11,2026-06-05,0724,A,39,6.1NRT,286.93,8.47,N
-18.37979,-59.08334,311.66,1.35,1.15,2026-06-05,0724,A,47,6.1NRT,288.51,17.8,N
-18.38305,-59.05841,309.48,1.36,1.15,2026-06-05,0724,A,71,6.1NRT,288.45,15.94,N
-18.38468,-59.04591,303.51,1.36,1.15,2026-06-05,0724,A,29,6.1NRT,288.17,10.35,N
-18.53506,-58.59689,306.1,1.46,1.19,2026-06-05,0724,A,67,6.1NRT,288.71,15.27,N
-17.64552,-65.00682,300.92,1.16,1.07,2026-06-05,0724,A,35,6.1NRT,274.03,11.49,N
-18.14424,-62.65506,301,1,1,2026-06-05,0724,A,36,6.1NRT,289.48,5.63,N
-18.15302,-62.65649,312.2,1,1,2026-06-05,0724,A,84,6.1NRT,290.57,12.55,N
-12.51771,-46.26939,305.76,3.08,1.67,2026-06-05,1115,T,62,6.1NRT,290.96,30.19,D
-12.51807,-46.27699,308.5,3.08,1.67,2026-06-05,1115,T,67,6.1NRT,291.09,37.96,D
-22.9032,-43.73287,306.36,1.29,1.13,2026-06-05,1119,T,57,6.1NRT,290.55,9.27,D
-22.91311,-43.73475,306.55,1.29,1.13,2026-06-05,1119,T,60,6.1NRT,290.5,9.35,D
-24.54657,-42.4753,310.31,1.07,1.03,2026-06-05,1119,T,36,6.1NRT,294.25,9.34,D
-24.54819,-42.46496,312.18,1.07,1.03,2026-06-05,1119,T,53,6.1NRT,294.12,10.85,D
-3.59764,-38.85423,309.75,1.22,1.1,2026-06-05,1113,T,61,6.1NRT,294.29,6.7,D
-5.93622,-43.47687,310.01,2.46,1.51,2026-06-05,1115,T,66,6.1NRT,290.34,23.26,D
-5.93232,-43.48212,311.7,2.46,1.51,2026-06-05,1115,T,69,6.1NRT,290.33,30.28,D
-6.9795,-38.13908,322.21,1.05,1.02,2026-06-05,1115,T,80,6.1NRT,294.41,17.9,D
-9.00576,-45.75853,304.58,3.28,1.71,2026-06-05,1115,T,53,6.1NRT,290.93,20.1,D
-10.51889,-42.38023,307.36,1.67,1.27,2026-06-05,1115,T,47,6.1NRT,290.89,9.27,D
-10.52117,-42.37152,311.34,1.66,1.27,2026-06-05,1115,T,69,6.1NRT,291.79,16.19,D
-6.57881,-51.11473,306.94,4.68,1.98,2026-06-05,1251,T,59,6.1NRT,286.8,39.55,D
-6.58411,-51.0726,306.4,4.71,1.99,2026-06-05,1251,T,58,6.1NRT,287.16,39.16,D
-6.58509,-51.07979,307.47,4.71,1.99,2026-06-05,1251,T,60,6.1NRT,286.98,46.22,D
-17.133,-63.77372,305.19,1,1,2026-06-05,1255,T,55,6.1NRT,294.58,4.07,D
-9.18161,-58.05545,306.65,1.44,1.19,2026-06-05,1251,T,52,6.1NRT,294.99,7.07,D
-10.03401,-59.34514,314.7,1.22,1.1,2026-06-05,1251,T,71,6.1NRT,296.12,12.67,D
-17.62989,-60.74402,308.91,1.24,1.11,2026-06-05,1255,T,67,6.1NRT,292.85,9.76,D
-10.85566,-53.73799,308.72,3.34,1.72,2026-06-05,1251,T,15,6.1NRT,293.84,28.06,D
-18.09992,-59.58253,303.58,1.5,1.21,2026-06-05,1255,T,44,6.1NRT,292.35,7.93,D
-10.87085,-53.73959,312.31,3.34,1.72,2026-06-05,1251,T,56,6.1NRT,294.07,45.35,D
-18.14744,-62.6568,312.93,1.04,1.02,2026-06-05,1255,T,73,6.1NRT,297.57,9.83,D
-10.8688,-53.74504,314.06,3.34,1.72,2026-06-05,1251,T,39,6.1NRT,294.76,51.6,D
-19.17565,-55.1844,311.26,3.34,1.72,2026-06-05,1255,T,68,6.1NRT,296.25,41.4,D
-11.55531,-52.79925,307.17,4.05,1.87,2026-06-05,1253,T,39,6.1NRT,290.65,33.23,D
-19.17307,-55.19088,308.87,3.34,1.72,2026-06-05,1255,T,64,6.1NRT,296.22,32.33,D
-11.5769,-54.57599,309.47,2.93,1.63,2026-06-05,1253,T,59,6.1NRT,295.06,29.76,D
-21.61061,-59.87099,327.69,1.6,1.24,2026-06-05,1257,T,85,6.1NRT,294.06,49.46,D
-11.63418,-55.16941,307.25,2.63,1.56,2026-06-05,1253,T,27,6.1NRT,295.93,18.92,D
-22.18163,-62.55241,339.4,1.13,1.06,2026-06-05,1257,T,91,6.1NRT,294.84,48.18,D
-11.63449,-58.24549,318.49,1.51,1.21,2026-06-05,1253,T,76,6.1NRT,297.08,22.77,D
-12.22168,-57.28316,309.13,1.82,1.32,2026-06-05,1253,T,61,6.1NRT,298.02,13.97,D
-22.18303,-62.54172,346.84,1.13,1.06,2026-06-05,1257,T,95,6.1NRT,295.29,64.28,D
-12.74072,-54.19572,327.51,3.26,1.71,2026-06-05,1253,T,84,6.1NRT,295.36,132.61,D
-22.47636,-62.17865,304.2,1.18,1.08,2026-06-05,1257,T,58,6.1NRT,293.58,4.61,D
-12.73915,-54.20201,327.69,3.26,1.71,2026-06-05,1253,T,84,6.1NRT,295.75,133.62,D
-23.28157,-60.12979,332.13,1.61,1.25,2026-06-05,1257,T,88,6.1NRT,294.98,61.85,D
-12.44032,-58.48662,313.29,1.49,1.21,2026-06-05,1253,T,35,6.1NRT,297.89,14.23,D
-24.52529,-60.63554,307.55,1.55,1.23,2026-06-05,1257,T,66,6.1NRT,292.43,13.35,D
-12.44201,-58.47308,313.86,1.5,1.21,2026-06-05,1253,T,32,6.1NRT,298.66,15.26,D
-24.52938,-60.62676,302.56,1.55,1.23,2026-06-05,1257,T,53,6.1NRT,291.91,8.04,D
-12.44875,-58.41908,313.55,1.51,1.21,2026-06-05,1253,T,70,6.1NRT,294.57,17.13,D
-27.86732,-63.07877,303.98,1.22,1.1,2026-06-05,1257,T,58,6.1NRT,282.91,7.05,D
-12.45043,-58.40555,322.01,1.51,1.21,2026-06-05,1253,T,80,6.1NRT,295.24,31,D
-27.86878,-63.06665,301.43,1.22,1.1,2026-06-05,1257,T,44,6.1NRT,284.4,5.25,D
-13.5583,-55.24544,307.25,2.76,1.59,2026-06-05,1253,T,46,6.1NRT,295.91,16.89,D
-13.54911,-55.25117,315.73,2.76,1.59,2026-06-05,1253,T,73,6.1NRT,296.55,46.62,D
-12.21208,-66.56162,304.71,1.44,1.19,2026-06-05,1253,T,54,6.1NRT,294.08,5.65,D
-12.21414,-66.54876,321.4,1.44,1.19,2026-06-05,1253,T,80,6.1NRT,294.98,27.97,D
-14.02703,-56.79769,307.77,2.12,1.41,2026-06-05,1253,T,60,6.1NRT,296.57,17.34,D
-14.20968,-57.41957,320.09,1.9,1.35,2026-06-05,1253,T,78,6.1NRT,300.27,37.55,D
-14.21572,-57.42677,340.51,1.9,1.35,2026-06-05,1253,T,91,6.1NRT,297.53,106.36,D
-14.21772,-57.40953,337.57,1.91,1.35,2026-06-05,1253,T,90,6.1NRT,298.25,94.92,D
-15.76724,-61.33392,306.66,1.11,1.05,2026-06-05,1253,T,59,6.1NRT,295.93,5.55,D
-15.94866,-61.83218,304.81,1.07,1.03,2026-06-05,1253,T,58,6.1NRT,293.8,5.69,D
-16.41638,-59.54953,318.55,1.43,1.18,2026-06-05,1253,T,65,6.1NRT,294.28,21.79,D
-16.41804,-59.5365,315.59,1.43,1.18,2026-06-05,1253,T,51,6.1NRT,293.5,17.5,D
-16.42403,-59.54313,318.61,1.43,1.18,2026-06-05,1253,T,56,6.1NRT,293.44,22.46,D
-16.47248,-59.31934,305.59,1.48,1.2,2026-06-05,1253,T,57,6.1NRT,295.15,7.71,D
-16.60059,-58.23499,313.14,1.79,1.31,2026-06-05,1253,T,63,6.1NRT,293.77,21.97,D
-16.55912,-60.8291,304.55,1.2,1.09,2026-06-05,1253,T,35,6.1NRT,288.92,4.72,D
-16.56874,-60.83038,306.26,1.2,1.09,2026-06-05,1253,T,50,6.1NRT,290.77,6.08,D
-6.76017,-45.0167,310.66,2.9,1.62,2026-06-05,1800,A,64,6.1NRT,292.58,19.93,D
-5.33412,-35.4638,311.38,1.14,1.06,2026-06-05,1800,A,67,6.1NRT,294.83,5.8,D
-6.64965,-44.98642,312.04,2.87,1.62,2026-06-05,1800,A,68,6.1NRT,291.82,31.23,D
-6.0656,-45.50254,312.9,3.09,1.67,2026-06-05,1800,A,68,6.1NRT,293.71,29.19,D
-6.05469,-45.532,326.76,3.11,1.67,2026-06-05,1800,A,83,6.1NRT,293.49,101.01,D
-6.04915,-45.51144,315.63,3.09,1.67,2026-06-05,1800,A,61,6.1NRT,292.76,41.69,D
-6.05304,-45.53896,321.16,3.11,1.67,2026-06-05,1800,A,78,6.1NRT,292.89,69.99,D
-5.35104,-45.20371,307.74,2.84,1.61,2026-06-05,1800,A,51,6.1NRT,290.73,18.27,D
-4.63947,-43.05381,340.69,1.85,1.33,2026-06-05,1800,A,91,6.1NRT,292.62,99.09,D
-4.62783,-43.05544,345.12,1.85,1.33,2026-06-05,1800,A,93,6.1NRT,292.62,119.25,D
-3.97713,-47.97953,305.72,4.54,1.96,2026-06-05,1800,A,47,6.1NRT,283.18,34.02,D
-15.99219,-39.78175,307.04,1.57,1.23,2026-06-05,1756,A,64,6.1NRT,295.47,9.18,D
-13.30666,-42.21796,308.75,2.19,1.44,2026-06-05,1756,A,56,6.1NRT,295.97,18.11,D
-13.3091,-42.23781,306.24,2.2,1.44,2026-06-05,1756,A,32,6.1NRT,296.1,11.25,D
-11.99632,-45.34776,308.44,3.73,1.81,2026-06-05,1758,A,42,6.1NRT,296.58,27.91,D
-10.98516,-45.14759,310.88,3.47,1.75,2026-06-05,1758,A,59,6.1NRT,294.84,32.29,D
-10.98876,-45.15181,311.59,3.47,1.75,2026-06-05,1758,A,61,6.1NRT,295.08,35.78,D
-10.51867,-43.6485,308.24,2.58,1.54,2026-06-05,1758,A,34,6.1NRT,288.79,17.75,D
-10.69838,-46.73764,311.98,4.61,1.97,2026-06-05,1758,A,57,6.1NRT,293.61,54.71,D
-10.69552,-46.74572,313.28,4.61,1.97,2026-06-05,1758,A,65,6.1NRT,293.73,66.07,D
-10.04994,-46.46194,328.21,4.28,1.91,2026-06-05,1758,A,82,6.1NRT,295.29,169.42,D
-10.05444,-46.50053,339.47,4.31,1.92,2026-06-05,1758,A,90,6.1NRT,295.42,303.3,D
-10.0377,-46.50278,316.65,4.31,1.92,2026-06-05,1758,A,70,6.1NRT,295.08,75.89,D
-10.04519,-46.46656,336.13,4.28,1.91,2026-06-05,1758,A,88,6.1NRT,295.65,262.28,D
-10.04994,-46.50513,339.95,4.31,1.92,2026-06-05,1758,A,90,6.1NRT,295.72,313.72,D
-8.48779,-46.28728,321.2,3.92,1.84,2026-06-05,1758,A,76,6.1NRT,294.79,95.07,D
-8.49537,-46.29362,319.71,3.92,1.84,2026-06-05,1758,A,74,6.1NRT,294.47,84.04,D
-6.28851,-39.3732,311.66,1.11,1.05,2026-06-05,1758,A,68,6.1NRT,294.02,7.34,D
5.04161,-67.83241,311.75,1.33,1.14,2026-06-05,1942,A,52,6.1NRT,293.1,10.84,D
-18.53046,-58.59762,326.12,1.01,1.01,2026-06-05,1934,A,82,6.1NRT,300.86,18.68,D
-33.0039,-58.23279,330.55,1.13,1.06,2026-06-05,1932,A,87,6.1NRT,291.32,35.57,D
-18.53186,-58.60693,353.11,1.01,1.01,2026-06-05,1934,A,97,6.1NRT,301.61,64.78,D
-33.00539,-58.24468,326.58,1.14,1.06,2026-06-05,1932,A,84,6.1NRT,293.05,29.75,D
