latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-14.38847,-44.56486,313.2,2.1,1.41,2026-06-04,1858,A,67,6.1NRT,297.78,22.51,D
-28.07452,-56.03617,306.77,2.82,1.6,2026-06-04,1853,A,64,6.1NRT,290.25,29.88,D
-14.39183,-44.58377,307.94,2.09,1.41,2026-06-04,1858,A,53,6.1NRT,297.29,11.27,D
-14.38511,-44.5727,316.67,2.1,1.41,2026-06-04,1858,A,72,6.1NRT,297.77,28.92,D
-27.67328,-56.07565,313.84,2.8,1.6,2026-06-04,1853,A,74,6.1NRT,292.25,51.06,D
-16.20144,-58.46154,311.21,2.97,1.64,2026-06-04,1858,A,52,6.1NRT,296.79,23.95,D
-27.67573,-56.1036,313.72,2.82,1.6,2026-06-04,1853,A,74,6.1NRT,291.19,51.69,D
-16.187,-58.46311,312.34,2.97,1.64,2026-06-04,1858,A,50,6.1NRT,298,27.54,D
-16.18994,-58.49016,309.79,2.99,1.64,2026-06-04,1858,A,18,6.1NRT,297.66,18.46,D
-27.61902,-55.94231,327.52,2.74,1.58,2026-06-04,1853,A,85,6.1NRT,293.29,108.92,D
-15.92228,-56.3547,311.29,2.01,1.38,2026-06-04,1858,A,60,6.1NRT,300.41,13.36,D
-16.1985,-58.46875,322.99,2.97,1.64,2026-06-04,1858,A,78,6.1NRT,297.28,74.31,D
-27.63549,-56.1363,310.74,2.83,1.61,2026-06-04,1853,A,70,6.1NRT,290.27,40.11,D
-15.92744,-56.34251,313.62,2,1.38,2026-06-04,1858,A,66,6.1NRT,301.23,18.58,D
-27.64647,-56.1398,305.24,2.83,1.61,2026-06-04,1853,A,55,6.1NRT,289.51,23.3,D
-16.16057,-59.32841,309.95,3.47,1.75,2026-06-04,1858,A,57,6.1NRT,295.96,39.27,D
-27.61207,-55.92076,308.86,2.73,1.58,2026-06-04,1853,A,68,6.1NRT,292.51,33.56,D
-16.09346,-60.1625,312.28,4.03,1.86,2026-06-04,1858,A,56,6.1NRT,297.41,52.41,D
-27.61453,-55.94745,322.71,2.74,1.58,2026-06-04,1853,A,82,6.1NRT,292.54,85.42,D
-14.28704,-47.41398,320.45,1.31,1.14,2026-06-04,1858,A,75,6.1NRT,297.6,22.47,D
-27.63225,-56.14135,307.2,2.83,1.61,2026-06-04,1853,A,65,6.1NRT,290.09,28.59,D
-14.28894,-47.42598,316.09,1.31,1.14,2026-06-04,1858,A,70,6.1NRT,298.98,16.72,D
-27.53734,-56.20845,321.74,2.86,1.61,2026-06-04,1853,A,81,6.1NRT,293.57,81.11,D
-14.03171,-47.35929,338.74,1.34,1.15,2026-06-04,1858,A,90,6.1NRT,297.56,58.79,D
-27.54785,-56.21439,306.28,2.86,1.61,2026-06-04,1853,A,30,6.1NRT,293.31,23.36,D
-14.77675,-52.66598,315.44,1.11,1.05,2026-06-04,1858,A,52,6.1NRT,297.9,9.29,D
-27.53104,-56.18771,303.51,2.84,1.61,2026-06-04,1853,A,31,6.1NRT,293.51,16.12,D
-14.77815,-52.676,359.01,1.11,1.05,2026-06-04,1858,A,99,6.1NRT,301.77,91.39,D
-27.53356,-56.2159,308.85,2.86,1.61,2026-06-04,1853,A,64,6.1NRT,293.27,31.58,D
-14.76892,-52.67731,330.09,1.11,1.05,2026-06-04,1858,A,83,6.1NRT,301.48,26.7,D
-27.07255,-52.4044,301.86,1.51,1.21,2026-06-04,1853,A,49,6.1NRT,290.43,8.33,D
-13.89848,-49.12829,319.13,1.08,1.04,2026-06-04,1858,A,73,6.1NRT,301.87,13.09,D
-13.66411,-47.75352,312.12,1.28,1.12,2026-06-04,1858,A,62,6.1NRT,298.9,10.73,D
-27.13917,-55.18369,307.48,2.38,1.49,2026-06-04,1853,A,65,6.1NRT,293.16,24.63,D
-14.36527,-54.61124,311.71,1.42,1.18,2026-06-04,1900,A,56,6.1NRT,298.69,8.45,D
-26.50575,-54.5428,306.05,2.09,1.41,2026-06-04,1853,A,30,6.1NRT,293.61,14.34,D
-14.36694,-54.624,314.42,1.42,1.18,2026-06-04,1900,A,64,6.1NRT,297.57,12.23,D
-26.50777,-54.56313,313.69,2.1,1.41,2026-06-04,1853,A,74,6.1NRT,294.2,30.37,D
-14.09198,-53.39319,315.18,1.18,1.08,2026-06-04,1900,A,44,6.1NRT,300.57,9.25,D
-26.49533,-54.56481,316.77,2.1,1.41,2026-06-04,1853,A,77,6.1NRT,294.31,37.67,D
-14.08248,-53.39458,317.11,1.18,1.08,2026-06-04,1900,A,39,6.1NRT,301.38,10.66,D
-14.06852,-53.40314,314.07,1.18,1.08,2026-06-04,1900,A,57,6.1NRT,302.41,8.36,D
-14.05462,-53.37267,316.95,1.18,1.08,2026-06-04,1900,A,64,6.1NRT,302.03,11.05,D
-13.78229,-52.80964,315.73,1.1,1.05,2026-06-04,1900,A,62,6.1NRT,303.06,8.68,D
-13.72905,-53.01648,313.42,1.12,1.06,2026-06-04,1900,A,62,6.1NRT,299.33,7.44,D
-14.24069,-58.68668,317.93,2.9,1.62,2026-06-04,1900,A,64,6.1NRT,293.83,55.75,D
-14.22644,-58.6884,326.26,2.9,1.62,2026-06-04,1900,A,69,6.1NRT,295.72,90.89,D
-14.07381,-58.16406,313.73,2.62,1.55,2026-06-04,1900,A,65,6.1NRT,297.1,32.28,D
-13.69988,-55.67614,316.37,1.65,1.26,2026-06-04,1900,A,70,6.1NRT,299.14,20.63,D
-14.1087,-59.38459,340.42,3.28,1.71,2026-06-04,1900,A,91,6.1NRT,298.13,221.38,D
-14.11192,-59.41348,312.38,3.3,1.72,2026-06-04,1900,A,49,6.1NRT,298.32,36.29,D
-14.09366,-59.38613,314.08,3.28,1.71,2026-06-04,1900,A,68,6.1NRT,298.07,44.37,D
-14.10938,-59.3915,337.38,3.28,1.71,2026-06-04,1900,A,89,6.1NRT,298.53,192.65,D
-14.09433,-59.39303,320.1,3.28,1.71,2026-06-04,1900,A,76,6.1NRT,298.56,75.3,D
-12.01358,-45.34113,309.18,2.04,1.39,2026-06-04,1900,A,57,6.1NRT,292.31,15.13,D
-12.00148,-45.34329,331.25,2.04,1.39,2026-06-04,1900,A,86,6.1NRT,293.1,75.86,D
-12.00461,-45.36124,347.05,2.03,1.39,2026-06-04,1900,A,94,6.1NRT,291.17,148.43,D
-12.01044,-45.34695,310.81,2.04,1.39,2026-06-04,1900,A,63,6.1NRT,292.51,18.63,D
-11.99833,-45.34912,341.38,2.04,1.39,2026-06-04,1900,A,92,6.1NRT,292.38,120.11,D
-12.00134,-45.36709,330.5,2.03,1.39,2026-06-04,1900,A,85,6.1NRT,290.02,73.47,D
-12.41959,-48.72364,316.18,1.17,1.08,2026-06-04,1900,A,66,6.1NRT,303.4,9.05,D
-11.95043,-46.74732,317.95,1.6,1.24,2026-06-04,1900,A,73,6.1NRT,295.71,21.98,D
-12.76399,-52.9766,333.65,1.1,1.04,2026-06-04,1900,A,86,6.1NRT,299.58,32.62,D
-12.76535,-52.98635,320.4,1.1,1.04,2026-06-04,1900,A,75,6.1NRT,298.47,15.16,D
-12.75483,-52.97794,346.08,1.1,1.04,2026-06-04,1900,A,93,6.1NRT,300.1,56,D
-12.75619,-52.98769,311.23,1.1,1.04,2026-06-04,1900,A,39,6.1NRT,297.2,5.88,D
-11.89131,-47.59637,311.18,1.39,1.17,2026-06-04,1900,A,56,6.1NRT,298.84,7.32,D
-12.11074,-50.02319,311.07,1.04,1.02,2026-06-04,1900,A,52,6.1NRT,299.13,5.66,D
-11.96269,-49.29312,311.72,1.11,1.05,2026-06-04,1900,A,49,6.1NRT,299.24,5.24,D
-11.9642,-49.30293,322.62,1.11,1.05,2026-06-04,1900,A,76,6.1NRT,300.76,16.73,D
-12.22265,-51.01622,310.37,1,1,2026-06-04,1900,A,50,6.1NRT,299.32,3.94,D
-12.74736,-54.73111,312.57,1.37,1.16,2026-06-04,1900,A,60,6.1NRT,299.5,9.48,D
-11.95349,-49.29461,338.5,1.11,1.05,2026-06-04,1900,A,89,6.1NRT,301.43,39.4,D
-11.95501,-49.30442,361.03,1.11,1.05,2026-06-04,1900,A,100,6.1NRT,304.09,95.74,D
-12.73557,-54.72045,350.48,1.37,1.16,2026-06-04,1900,A,96,6.1NRT,299.37,91.08,D
-12.7372,-54.73262,396.01,1.37,1.16,2026-06-04,1900,A,100,6.1NRT,306.34,355.71,D
-12.73885,-54.74488,334.94,1.37,1.16,2026-06-04,1900,A,87,6.1NRT,301.54,46.27,D
-12.67732,-54.58668,312.58,1.34,1.15,2026-06-04,1900,A,47,6.1NRT,300.98,9.16,D
-11.58267,-47.26136,315.79,1.49,1.2,2026-06-04,1900,A,60,6.1NRT,292.1,16.67,D
-12.12146,-51.0741,315.29,1,1,2026-06-04,1900,A,61,6.1NRT,299.12,7.05,D
-12.12277,-51.08302,324,1,1,2026-06-04,1900,A,78,6.1NRT,299.82,15.24,D
-12.11269,-51.07547,320.8,1,1,2026-06-04,1900,A,70,6.1NRT,298.85,11.7,D
-12.11401,-51.08438,334.12,1,1,2026-06-04,1900,A,86,6.1NRT,299.86,27.53,D
-11.83329,-49.65503,315.27,1.08,1.04,2026-06-04,1900,A,65,6.1NRT,302.29,5.49,D
-12.09682,-51.98571,328.13,1.01,1.01,2026-06-04,1900,A,82,6.1NRT,299.12,20.5,D
-12.09813,-51.99475,342.36,1.01,1.01,2026-06-04,1900,A,91,6.1NRT,301.58,42.02,D
-12.09944,-52.0038,326.79,1.02,1.01,2026-06-04,1900,A,81,6.1NRT,301.27,19.32,D
-12.08801,-51.98706,341,1.01,1.01,2026-06-04,1900,A,91,6.1NRT,301.53,39.1,D
-12.08931,-51.9961,355.15,1.01,1.01,2026-06-04,1900,A,98,6.1NRT,302.44,68.61,D
-12.09062,-52.00515,329.32,1.02,1.01,2026-06-04,1900,A,83,6.1NRT,300.25,22.16,D
-12.5642,-55.75591,313.69,1.61,1.25,2026-06-04,1900,A,34,6.1NRT,297.77,10.01,D
-10.98875,-45.61551,320.64,2.03,1.39,2026-06-04,1900,A,77,6.1NRT,293.93,45.3,D
-10.99179,-45.63353,313.03,2.02,1.39,2026-06-04,1900,A,48,6.1NRT,289.49,28.23,D
-11.44814,-49.49372,320.6,1.1,1.05,2026-06-04,1900,A,74,6.1NRT,301.44,13.56,D
-12.17846,-54.53207,309.27,1.31,1.13,2026-06-04,1900,A,52,6.1NRT,296.89,6.81,D
-12.18005,-54.54365,325.12,1.31,1.13,2026-06-04,1900,A,80,6.1NRT,299.67,27.76,D
-12.15286,-54.64329,311.89,1.33,1.14,2026-06-04,1900,A,61,6.1NRT,297.97,9.91,D
-12.15445,-54.65516,323.51,1.33,1.14,2026-06-04,1900,A,79,6.1NRT,299.64,25.75,D
-10.93333,-46.94597,320.62,1.61,1.25,2026-06-04,1900,A,70,6.1NRT,300.45,22.32,D
-10.75115,-46.54582,316.31,1.74,1.29,2026-06-04,1900,A,71,6.1NRT,296.88,19.91,D
-10.75369,-46.56105,331.75,1.73,1.29,2026-06-04,1900,A,86,6.1NRT,295.98,57.81,D
-12.44781,-58.40934,373.74,2.58,1.54,2026-06-04,1900,A,100,6.1NRT,299.79,494.64,D
-12.45059,-58.43249,341.19,2.6,1.55,2026-06-04,1900,A,91,6.1NRT,297.16,154.25,D
-10.74241,-46.56284,310.69,1.73,1.29,2026-06-04,1900,A,46,6.1NRT,294.68,9.44,D
-12.43423,-58.41078,345.81,2.58,1.54,2026-06-04,1900,A,93,6.1NRT,297.91,191.61,D
-12.44528,-58.50374,383.05,2.63,1.56,2026-06-04,1900,A,100,6.1NRT,299.59,648.79,D
-12.45391,-58.41341,351.08,2.58,1.54,2026-06-04,1900,A,96,6.1NRT,297.38,231.2,D
-12.44033,-58.41489,366.34,2.58,1.54,2026-06-04,1900,A,100,6.1NRT,299.66,391.75,D
-12.43548,-58.48569,395.14,2.62,1.55,2026-06-04,1900,A,100,6.1NRT,300.83,888.5,D
-12.43846,-58.50937,330.45,2.63,1.56,2026-06-04,1900,A,79,6.1NRT,297.49,96.13,D
-12.23029,-57.27153,318.52,2.08,1.4,2026-06-04,1900,A,69,6.1NRT,296.13,32.11,D
-12.23262,-57.2901,322.42,2.09,1.41,2026-06-04,1900,A,78,6.1NRT,297.93,42.89,D
-11.35286,-51.13959,311.82,1,1,2026-06-04,1900,A,56,6.1NRT,299.57,5.32,D
-11.35418,-51.14849,314.69,1,1,2026-06-04,1900,A,64,6.1NRT,298.9,7.51,D
-11.55602,-52.78555,326.27,1.05,1.03,2026-06-04,1900,A,81,6.1NRT,302.06,18.98,D
-11.55736,-52.79493,315.9,1.06,1.03,2026-06-04,1900,A,63,6.1NRT,303.36,8.62,D
-11.33567,-51.3876,326.59,1,1,2026-06-04,1900,A,80,6.1NRT,300.61,17.98,D
-11.33698,-51.39648,324.24,1,1,2026-06-04,1900,A,78,6.1NRT,302.24,15.11,D
-10.58102,-46.7719,321.19,1.68,1.27,2026-06-04,1900,A,77,6.1NRT,297.56,26.72,D
-10.57936,-46.76249,312.39,1.68,1.28,2026-06-04,1900,A,64,6.1NRT,297.28,11.31,D
-10.58175,-46.77742,316.7,1.68,1.27,2026-06-04,1900,A,72,6.1NRT,296.76,19.38,D
-11.63753,-54.15858,314.76,1.22,1.1,2026-06-04,1900,A,67,6.1NRT,300.74,11.2,D
-11.5727,-54.58371,315.72,1.29,1.13,2026-06-04,1900,A,50,6.1NRT,298.26,13.33,D
-11.57264,-54.58924,314.76,1.29,1.13,2026-06-04,1900,A,44,6.1NRT,297.78,12.25,D
-11.63387,-55.17997,318.3,1.42,1.18,2026-06-04,1900,A,73,6.1NRT,300.59,18.41,D
-11.6356,-55.19255,318.86,1.42,1.18,2026-06-04,1900,A,74,6.1NRT,299.43,19.52,D
-10.26674,-46.33637,328.78,1.84,1.33,2026-06-04,1900,A,83,6.1NRT,291.24,52.84,D
-10.26943,-46.35259,321.71,1.83,1.33,2026-06-04,1900,A,62,6.1NRT,295.19,33.34,D
-11.00065,-50.99308,331.3,1.01,1,2026-06-04,1900,A,84,6.1NRT,300.65,23.72,D
-11.00198,-51.00201,345.23,1.01,1,2026-06-04,1900,A,93,6.1NRT,301.16,45.94,D
-11.61302,-55.33866,357.25,1.45,1.19,2026-06-04,1900,A,98,6.1NRT,300.29,127.33,D
-11.61475,-55.35163,312.8,1.46,1.19,2026-06-04,1900,A,35,6.1NRT,296.18,9.24,D
-10.25785,-46.35439,363.61,1.83,1.33,2026-06-04,1900,A,100,6.1NRT,295.51,220.17,D
-11.60087,-55.32721,317.24,1.45,1.19,2026-06-04,1900,A,71,6.1NRT,296.73,17.26,D
-11.60258,-55.34012,335.56,1.45,1.19,2026-06-04,1900,A,88,6.1NRT,298.89,54.22,D
-10.97829,-51.02394,348.55,1.01,1,2026-06-04,1900,A,95,6.1NRT,299.84,52.28,D
-10.96475,-51.01449,311.88,1.01,1,2026-06-04,1900,A,55,6.1NRT,299.08,5.29,D
-10.96607,-51.02342,317.3,1.01,1,2026-06-04,1900,A,69,6.1NRT,298.84,9.78,D
-11.89533,-57.83783,321.9,2.28,1.46,2026-06-04,1900,A,44,6.1NRT,296.45,45.33,D
-11.8825,-57.83936,322.63,2.28,1.46,2026-06-04,1900,A,69,6.1NRT,296.89,48.79,D
-10.44758,-47.95043,310.76,1.39,1.17,2026-06-04,1900,A,30,6.1NRT,289.19,8.99,D
-11.34282,-53.95875,311.59,1.18,1.08,2026-06-04,1900,A,56,6.1NRT,297.78,6.76,D
-11.34427,-53.96922,318.61,1.18,1.08,2026-06-04,1900,A,73,6.1NRT,298.03,14.15,D
-11.83082,-58.14674,310.4,2.41,1.5,2026-06-04,1900,A,58,6.1NRT,296.18,20.43,D
-10.63119,-50.07883,321.51,1.07,1.03,2026-06-04,1900,A,39,6.1NRT,299.3,13.26,D
-10.62359,-50.08968,321.61,1.06,1.03,2026-06-04,1900,A,61,6.1NRT,299.23,13.48,D
-10.61458,-50.0911,327.92,1.06,1.03,2026-06-04,1900,A,54,6.1NRT,299.73,20.02,D
-10.60557,-50.09253,327.54,1.06,1.03,2026-06-04,1900,A,75,6.1NRT,299.26,20.33,D
-11.32551,-55.25494,312.96,1.42,1.18,2026-06-04,1900,A,54,6.1NRT,299.21,8.74,D
-11.32721,-55.2676,316.48,1.42,1.18,2026-06-04,1900,A,68,6.1NRT,298.56,13.13,D
-10.01133,-46.81874,317.09,1.71,1.28,2026-06-04,1900,A,70,6.1NRT,298.8,16.67,D
-10.26005,-48.44803,314.21,1.3,1.13,2026-06-04,1900,A,57,6.1NRT,297.25,9.24,D
-10.39596,-49.44543,327.37,1.14,1.06,2026-06-04,1900,A,81,6.1NRT,299.27,22.71,D
-10.38666,-49.44691,340.77,1.14,1.06,2026-06-04,1900,A,91,6.1NRT,300.17,45.72,D
-10.38821,-49.45692,314.6,1.14,1.06,2026-06-04,1900,A,41,6.1NRT,297.51,7.03,D
-11.03433,-54.32138,311.89,1.23,1.1,2026-06-04,1900,A,38,6.1NRT,298.08,7.54,D
-10.86058,-53.73357,323.78,1.14,1.06,2026-06-04,1900,A,36,6.1NRT,297.62,16.49,D
-10.86199,-53.74359,322.97,1.14,1.06,2026-06-04,1900,A,42,6.1NRT,298.93,14.89,D
-10.9074,-54.13726,311.82,1.19,1.09,2026-06-04,1900,A,59,6.1NRT,294.38,8.39,D
-9.71437,-46.34861,312.98,1.88,1.34,2026-06-04,1900,A,64,6.1NRT,295.99,16.11,D
-10.1459,-49.15141,317.74,1.19,1.08,2026-06-04,1900,A,70,6.1NRT,300.9,11.21,D
-10.14755,-49.16192,314.03,1.18,1.08,2026-06-04,1900,A,62,6.1NRT,300.96,6.69,D
-10.81232,-54.1899,310.31,1.2,1.09,2026-06-04,1900,A,58,6.1NRT,296.79,6.91,D
-10.47273,-51.92506,322.03,1,1,2026-06-04,1900,A,75,6.1NRT,301.1,11.01,D
-10.78019,-54.09761,318.75,1.18,1.08,2026-06-04,1900,A,63,6.1NRT,299.6,14.04,D
-10.46396,-51.92639,321.3,1,1,2026-06-04,1900,A,74,6.1NRT,300.05,10.18,D
-10.77071,-54.09897,320.69,1.18,1.08,2026-06-04,1900,A,76,6.1NRT,298.01,16.72,D
-10.77214,-54.10943,313.32,1.19,1.08,2026-06-04,1900,A,38,6.1NRT,299.5,8.49,D
-9.75737,-47.87584,312.54,1.44,1.19,2026-06-04,1900,A,31,6.1NRT,298.49,8.11,D
-10.60161,-53.47041,319.27,1.1,1.05,2026-06-04,1900,A,74,6.1NRT,300.49,12.94,D
-10.60297,-53.48014,331.25,1.1,1.05,2026-06-04,1900,A,85,6.1NRT,301.1,28.44,D
-11.06146,-56.91275,312.96,1.87,1.34,2026-06-04,1900,A,22,6.1NRT,295.87,14.25,D
-11.06357,-56.92929,327.21,1.87,1.34,2026-06-04,1900,A,82,6.1NRT,295.84,49.35,D
-9.75049,-47.88345,314.9,1.44,1.19,2026-06-04,1900,A,52,6.1NRT,299.3,11.36,D
-11.05373,-56.92065,327.03,1.87,1.34,2026-06-04,1900,A,82,6.1NRT,296.95,49.7,D
-9.52488,-46.88596,316.14,1.72,1.29,2026-06-04,1900,A,67,6.1NRT,296.22,17.75,D
-9.52732,-46.90087,319.62,1.72,1.29,2026-06-04,1900,A,73,6.1NRT,295.81,24.6,D
-9.73311,-48.42887,312.7,1.33,1.14,2026-06-04,1900,A,57,6.1NRT,298.49,8,D
-9.63045,-48.36761,316.76,1.34,1.15,2026-06-04,1900,A,67,6.1NRT,299.76,12.46,D
-9.6075,-48.28637,316.4,1.36,1.16,2026-06-04,1900,A,67,6.1NRT,300.11,12.69,D
-10.08283,-52.16856,318.9,1.01,1,2026-06-04,1900,A,69,6.1NRT,297.94,10.04,D
-10.08412,-52.17746,331.7,1.01,1,2026-06-04,1900,A,85,6.1NRT,299.21,24.67,D
-9.60727,-49.31741,313.56,1.18,1.08,2026-06-04,1900,A,46,6.1NRT,299.15,7.27,D
-9.6024,-49.32489,315.89,1.18,1.08,2026-06-04,1900,A,66,6.1NRT,299.17,9.85,D
-9.39563,-48.44252,313.93,1.34,1.15,2026-06-04,1900,A,55,6.1NRT,297.33,8.17,D
-9.34327,-48.29772,316.78,1.37,1.16,2026-06-04,1900,A,69,6.1NRT,299.34,12.66,D
-10.57654,-57.32518,317.85,1.98,1.37,2026-06-04,1900,A,69,6.1NRT,291.87,33.8,D
-9.12255,-47.95817,316.78,1.46,1.19,2026-06-04,1900,A,68,6.1NRT,298.52,16.59,D
-8.92703,-46.83488,323.06,1.78,1.31,2026-06-04,1900,A,76,6.1NRT,291.31,40.44,D
-8.93014,-46.83978,324.09,1.78,1.31,2026-06-04,1900,A,79,6.1NRT,291.36,44.32,D
-8.65625,-45.76971,309.24,2.19,1.43,2026-06-04,1900,A,51,6.1NRT,291.42,10.24,D
-8.65427,-45.77758,308,2.19,1.43,2026-06-04,1900,A,48,6.1NRT,292.08,7.87,D
-9.13438,-49.34426,316.1,1.19,1.09,2026-06-04,1900,A,68,6.1NRT,299.31,10.28,D
-8.68847,-46.63051,311.88,1.87,1.34,2026-06-04,1900,A,53,6.1NRT,291.14,18.76,D
-8.37614,-46.78564,316.97,1.84,1.33,2026-06-04,1900,A,66,6.1NRT,296.33,19.99,D
-8.37867,-46.80097,315.09,1.83,1.33,2026-06-04,1900,A,57,6.1NRT,295.86,15.28,D
-8.36898,-46.79216,320.63,1.84,1.33,2026-06-04,1900,A,74,6.1NRT,295.54,28.48,D
-8.23975,-46.36604,312.89,2,1.38,2026-06-04,1900,A,60,6.1NRT,294.86,16.99,D
-10.03648,-59.34512,323.58,2.82,1.6,2026-06-04,1900,A,79,6.1NRT,292.69,75.48,D
-8.60845,-49.25267,311.25,1.22,1.1,2026-06-04,1900,A,51,6.1NRT,295.17,6.6,D
-10.02245,-59.34701,312.95,2.82,1.6,2026-06-04,1900,A,44,6.1NRT,292.55,29.8,D
-8.73361,-50.24744,318.45,1.09,1.04,2026-06-04,1900,A,57,6.1NRT,304.06,8.57,D
-8.19051,-46.97924,311.27,1.79,1.31,2026-06-04,1900,A,56,6.1NRT,295.82,11.66,D
-8.26956,-47.61803,313.63,1.6,1.24,2026-06-04,1900,A,54,6.1NRT,296.74,10.85,D
-8.27177,-47.63189,318.64,1.59,1.24,2026-06-04,1900,A,72,6.1NRT,297.72,19.18,D
-8.26093,-47.6337,317.98,1.59,1.24,2026-06-04,1900,A,70,6.1NRT,298,17.43,D
-7.97075,-47.62798,314.64,1.61,1.25,2026-06-04,1900,A,65,6.1NRT,295.55,14.07,D
-8.52207,-51.54589,318.48,1.01,1,2026-06-04,1900,A,64,6.1NRT,297.36,10.41,D
-8.52338,-51.55476,344.35,1.01,1,2026-06-04,1900,A,93,6.1NRT,299.91,45.29,D
-7.81364,-48.17047,315.16,1.48,1.2,2026-06-04,1900,A,64,6.1NRT,298.46,11.14,D
-9.19422,-58.06934,312.33,2.15,1.43,2026-06-04,1900,A,61,6.1NRT,292.58,20.92,D
-9.18935,-58.05776,323.07,2.15,1.42,2026-06-04,1900,A,79,6.1NRT,292.78,51.51,D
-7.47619,-48.13703,314.31,1.51,1.21,2026-06-04,1900,A,61,6.1NRT,299.41,9.97,D
-8.3827,-54.74632,310.1,1.21,1.09,2026-06-04,1900,A,51,6.1NRT,294.6,5.6,D
-7.49496,-49.29102,316.93,1.26,1.12,2026-06-04,1900,A,69,6.1NRT,298.71,10.14,D
-6.71851,-45.45285,319.01,2.53,1.53,2026-06-04,1900,A,72,6.1NRT,294.64,43.35,D
-6.99331,-47.72361,331.4,1.65,1.26,2026-06-04,1900,A,84,6.1NRT,297.79,49.34,D
-6.89892,-47.27729,315.45,1.79,1.31,2026-06-04,1900,A,64,6.1NRT,298.52,14.2,D
-6.75748,-46.51768,313.55,2.07,1.4,2026-06-04,1900,A,61,6.1NRT,296.24,16.51,D
-6.76027,-46.53542,315.21,2.07,1.4,2026-06-04,1900,A,65,6.1NRT,297.05,19.78,D
-6.85276,-47.9325,344.1,1.6,1.25,2026-06-04,1900,A,92,6.1NRT,300.19,85.1,D
-6.85493,-47.94632,351.59,1.6,1.24,2026-06-04,1900,A,96,6.1NRT,300.65,115.07,D
-6.84406,-47.94802,315.48,1.6,1.24,2026-06-04,1900,A,63,6.1NRT,299.31,11.97,D
-38.36204,-72.01962,304.53,1.14,1.06,2026-06-04,2029,A,59,6.1NRT,284.73,10.01,D
-38.36364,-72.03242,313.39,1.14,1.06,2026-06-04,2029,A,74,6.1NRT,285.73,17.44,D
-38.27831,-73.09293,312.56,1.26,1.12,2026-06-04,2029,A,73,6.1NRT,284.64,19.46,D
-37.50822,-71.95042,301.24,1.11,1.05,2026-06-04,2029,A,45,6.1NRT,286.15,6.75,D
-39.20393,-73.09904,320.16,1.3,1.13,2026-06-04,2029,A,80,6.1NRT,286.29,29.53,D
-37.5098,-71.96282,302.5,1.11,1.05,2026-06-04,2029,A,50,6.1NRT,285.84,7.73,D
-37.28546,-72.52983,301.22,1.16,1.07,2026-06-04,2029,A,45,6.1NRT,285.77,6.96,D
-37.28704,-72.54275,342.66,1.16,1.07,2026-06-04,2029,A,93,6.1NRT,289.05,62.18,D
-37.27752,-72.54446,333.47,1.16,1.07,2026-06-04,2029,A,88,6.1NRT,287.6,43.7,D
-31.94262,-68.53597,300.15,1.13,1.06,2026-06-04,2032,A,30,6.1NRT,284.31,6.84,D
-13.78864,-76.17203,315.84,1.01,1.01,2026-06-04,2036,A,50,6.1NRT,300.79,5.65,D
-8.71363,-68.97079,313.59,2.84,1.61,2026-06-04,2036,A,69,6.1NRT,292.6,39.98,D
-7.94294,-71.47122,325.1,1.86,1.33,2026-06-04,2036,A,82,6.1NRT,293.94,47.42,D
-7.9586,-77.93513,304.36,1.04,1.02,2026-06-04,2038,A,25,6.1NRT,284.77,5.51,D
-6.56791,-76.37901,309.39,1.02,1.01,2026-06-04,2038,A,65,6.1NRT,294.02,5.04,D
-6.60378,-79.88952,314.25,1.23,1.1,2026-06-04,2038,A,65,6.1NRT,294.17,7.95,D
-5.71084,-77.52572,305.04,1,1,2026-06-04,2038,A,60,6.1NRT,290.86,4.23,D
-21.81196,-49.12017,306.68,1.04,1.02,2026-06-05,0024,T,69,6.1NRT,289.41,8.87,N
-19.74741,-53.54705,304.66,1.18,1.08,2026-06-05,0024,T,34,6.1NRT,290.49,8.19,N
-21.2753,-48.61395,309.71,1.1,1.04,2026-06-05,0024,T,78,6.1NRT,287.82,12.96,N
-19.73651,-53.53739,307.03,1.18,1.08,2026-06-05,0024,T,68,6.1NRT,290.19,9.79,N
-21.27684,-48.62417,307.47,1.09,1.04,2026-06-05,0024,T,72,6.1NRT,286.52,11.17,N
-19.73785,-53.54835,346.6,1.18,1.08,2026-06-05,0024,T,100,6.1NRT,292.73,71.43,N
-19.73921,-53.55945,305.46,1.18,1.08,2026-06-05,0024,T,45,6.1NRT,290.66,8.6,N
-21.19763,-48.2684,313.36,1.13,1.06,2026-06-05,0024,T,87,6.1NRT,288.42,16.61,N
-19.72802,-54.65409,312.95,1.36,1.16,2026-06-05,0024,T,86,6.1NRT,289.94,19.66,N
-21.22584,-48.96249,312.76,1.07,1.03,2026-06-05,0024,T,86,6.1NRT,288.86,14.75,N
-19.71776,-54.65533,309.83,1.36,1.16,2026-06-05,0024,T,78,6.1NRT,289.29,16.49,N
-18.5458,-58.60873,311.66,2.56,1.54,2026-06-05,0024,T,83,6.1NRT,291.09,42.35,N
-18.53217,-58.61015,310.37,2.56,1.54,2026-06-05,0024,T,80,6.1NRT,290.48,38.49,N
-18.53594,-58.59129,309.77,2.55,1.54,2026-06-05,0024,T,78,6.1NRT,290.99,38.97,N
-18.53841,-58.61502,314.17,2.56,1.54,2026-06-05,0024,T,89,6.1NRT,290.79,52.15,N
